Date,A2A,AMP,AZM,BMED,BMPS,BAMI,BPE,BC,BZU,CPR,DIA,ENEL,ENI,RACE,FBK,G,HER,IP,ISP,INW,IG,IVG,LDO,MB,MONC,NEXI,PIRC,PST,PRY,REC,SPM,SRG,STLAM,STMMI,TIT,TEN,TRN,UCG,UNI
2007-06-25,2.77,5.75,11.74,NaN,169614.05,87.06,11.14,NaN,25.12,1.91,NaN,7.07,26.57,NaN,NaN,29.17,3.13,7.88,5.18,NaN,NaN,NaN,20.7,16.11,NaN,NaN,NaN,NaN,17.52,6.04,75.8,2.94,NaN,14.31,2.06,17.88,2.57,179.06,49.33
2007-06-26,2.77,5.66,11.63,NaN,168436.17,85.02,11.02,NaN,24.84,1.93,NaN,7.02,26.36,NaN,NaN,28.65,3.1,7.84,5.15,NaN,NaN,NaN,20.46,15.99,NaN,NaN,NaN,NaN,17.35,6.04,74.01,2.92,NaN,14.18,2.04,17.79,2.55,175.74,48.62
2007-06-27,2.74,5.68,11.88,NaN,166753.49,83.51,10.92,NaN,24.73,1.9,NaN,6.93,26.13,NaN,NaN,28.67,3.05,7.75,5.09,NaN,NaN,NaN,20.41,15.93,NaN,NaN,NaN,NaN,16.92,6.12,73.64,2.87,NaN,14.26,2.04,17.87,2.53,175.6,47.96
2007-06-28,2.73,5.75,11.88,NaN,167763.1,85.84,10.92,NaN,25.24,1.93,NaN,7.05,26.55,NaN,NaN,28.51,3.13,7.85,5.1,NaN,NaN,NaN,20.28,15.91,NaN,NaN,NaN,NaN,16.77,6.2,77.19,2.91,NaN,14.31,2.04,18.13,2.55,176,47.83
2007-06-29,2.73,5.77,12.31,NaN,168772.71,87.15,11.17,NaN,25.59,1.96,NaN,7.08,26.9,NaN,NaN,28.62,3.1,7.99,5.15,NaN,NaN,NaN,20.6,16.06,NaN,NaN,NaN,NaN,17.36,6.18,78.3,2.94,NaN,14.3,2.03,18.2,2.56,176.13,47.38
2007-07-02,2.71,5.77,12.32,NaN,168940.98,89.43,11.17,NaN,25.87,1.95,NaN,7.02,27.3,NaN,NaN,28.39,3.11,7.96,5.14,NaN,NaN,NaN,20.47,16.07,NaN,NaN,NaN,NaN,17.16,6.1,79.63,2.94,NaN,14.32,2.03,18.13,2.56,175.2,47.38
2007-07-03,2.71,5.8,12.8,NaN,167931.37,89.06,11.29,NaN,25.6,1.94,NaN,7.08,27.47,NaN,NaN,28.96,3.07,7.91,5.18,NaN,NaN,NaN,20.59,16.08,NaN,NaN,NaN,NaN,18.03,6.23,79.04,2.98,NaN,14.54,2.04,18.14,2.57,177.99,47.69
2007-07-04,2.7,5.79,13.2,NaN,169950.58,89.63,11.2,NaN,25.78,2.01,NaN,7.04,27.29,NaN,NaN,29.22,3.08,7.95,5.17,NaN,NaN,NaN,20.51,16.08,NaN,NaN,NaN,NaN,17.84,6.2,83.61,2.97,NaN,14.47,2.06,18.1,2.59,178.39,47.65
2007-07-05,2.65,5.79,12.93,NaN,169614.05,85.99,11.23,NaN,25.35,2.03,NaN,7.02,27.22,NaN,NaN,28.79,3.11,7.86,5.12,NaN,NaN,NaN,20.35,16.01,NaN,NaN,NaN,NaN,18.08,6.21,82.31,2.9,NaN,14.35,2.04,18.34,2.54,176.27,46.85
2007-07-06,2.64,5.86,12.85,NaN,170118.85,83.46,11.23,NaN,25.95,1.97,NaN,7.04,27.75,NaN,NaN,28.75,3.11,7.92,5.08,NaN,NaN,NaN,20.4,15.97,NaN,NaN,NaN,NaN,18.76,6.25,83.98,2.93,NaN,14.44,2.05,18.7,2.55,177.73,47.38
2007-07-09,2.64,6,12.77,NaN,171465,83.38,11.17,NaN,25.97,1.99,NaN,7.04,28.33,NaN,NaN,28.85,3.08,7.96,5.08,NaN,NaN,NaN,20.6,15.86,NaN,NaN,NaN,NaN,18.85,6.26,85.46,2.91,NaN,14.5,2.07,18.88,2.55,177.73,46.72
2007-07-10,2.62,6.12,12.6,NaN,169277.51,82.32,11.04,NaN,25.46,2.02,NaN,6.98,28.14,NaN,NaN,28.72,3.02,8.08,4.99,NaN,NaN,NaN,20.48,15.58,NaN,NaN,NaN,NaN,18.9,6.25,86.91,2.89,NaN,14.35,2.06,18.68,2.54,174.14,45.96
2007-07-11,2.63,6.14,12.66,NaN,167594.83,81.54,10.97,NaN,25.23,1.99,NaN,7,27.93,NaN,NaN,28.53,3.07,7.92,4.98,NaN,NaN,NaN,20.23,15.54,NaN,NaN,NaN,NaN,18.65,6.25,84.84,2.88,NaN,14.33,2.04,19.03,2.56,171.75,45.61
2007-07-12,2.65,6.1,12.76,NaN,167931.37,82.11,11.12,NaN,25.97,2.02,NaN,7.04,28.19,NaN,NaN,28.79,3.17,8.03,4.99,NaN,NaN,NaN,20.92,15.53,NaN,NaN,NaN,NaN,18.85,6.35,86.2,2.91,NaN,14.45,2.05,19.25,2.59,173.74,45.65
2007-07-13,2.66,6.12,12.75,NaN,167678.97,82.56,11.14,NaN,25.66,2.03,NaN,7.01,28.21,NaN,NaN,29.13,3.18,8.15,5.08,NaN,NaN,NaN,20.92,15.51,NaN,NaN,NaN,NaN,19.03,6.26,86.54,2.89,NaN,14.49,2.07,18.41,2.58,174.41,46.18
2007-07-16,2.68,6.16,12.7,NaN,168520.31,83.46,11.11,NaN,25.08,2.04,NaN,7.09,28.22,NaN,NaN,29.26,3.18,8.13,5.11,NaN,NaN,NaN,20.93,15.43,NaN,NaN,NaN,NaN,19.14,6.23,84.38,2.88,NaN,14.35,2.06,18.29,2.6,175.07,46.45
2007-07-17,2.64,6.16,12.51,NaN,167426.57,82.2,11.11,NaN,24.43,2.04,NaN,7.05,27.95,NaN,NaN,29.28,3.2,8.15,5.07,NaN,NaN,NaN,20.77,15.31,NaN,NaN,NaN,NaN,18.83,6.29,84.75,2.85,NaN,14.29,2.08,17.98,2.59,172.95,46.23
2007-07-18,2.6,6.24,12.48,NaN,166585.23,81.79,11.04,NaN,24.03,2.03,NaN,7,27.64,NaN,NaN,28.84,3.11,8.36,5.04,NaN,NaN,NaN,20.51,15.21,NaN,NaN,NaN,NaN,18.83,6.2,83.21,2.83,NaN,14.02,2.07,17.93,2.59,171.88,46.01
2007-07-19,2.65,6.39,12.85,NaN,167090.03,81.21,10.99,NaN,23.35,2.08,12.38,7.05,27.83,NaN,NaN,29.08,3.05,8.2,5.11,NaN,NaN,NaN,20.98,15.24,NaN,NaN,NaN,NaN,19.68,6.39,84.63,2.8,NaN,14.38,2.11,18.2,2.56,173.48,45.87
2007-07-20,2.63,6.28,12.83,NaN,164902.55,80.72,10.93,NaN,23.45,2.11,12,7,27.19,NaN,NaN,28.62,3.11,8.05,5.01,NaN,NaN,NaN,20.95,15.17,NaN,NaN,NaN,NaN,19.61,6.29,83.83,2.82,NaN,14.05,2.07,17.78,2.59,169.76,46.32
2007-07-23,2.62,6.29,12.76,NaN,165154.95,81.3,10.84,NaN,23.46,2.13,12.01,6.99,27.51,NaN,NaN,28.77,3.07,8.08,5.05,NaN,NaN,NaN,20.97,15.19,NaN,NaN,NaN,NaN,19.98,6.26,86.2,2.82,NaN,14.08,2.09,18.12,2.59,171.09,46.18
2007-07-24,2.56,6.21,12.59,NaN,162967.47,77.7,10.51,NaN,22.76,2.12,12.05,6.89,27.01,NaN,NaN,28.08,3.05,7.89,4.96,NaN,NaN,NaN,20.69,15.06,NaN,NaN,NaN,NaN,20.47,6.11,84.29,2.79,NaN,13.7,2.06,17.72,2.54,168.16,45.47
2007-07-25,2.51,6.22,12.21,NaN,161368.92,76.03,10.69,NaN,22.71,2.07,12.7,6.81,26.59,NaN,NaN,27.68,3.02,7.8,4.99,NaN,NaN,NaN,20.61,15.1,NaN,NaN,NaN,NaN,19.33,6.01,81.51,2.75,NaN,12.84,2.03,17.41,2.53,166.17,44.99
2007-07-26,2.45,6.16,11.63,NaN,158171.83,74.88,10.73,NaN,22.14,2.02,12.5,6.71,26.12,NaN,NaN,26.83,3,7.67,4.98,NaN,NaN,NaN,19.74,14.72,NaN,NaN,NaN,NaN,18.61,5.99,81.26,2.74,NaN,12.53,1.97,17.23,2.53,162.19,43.88
2007-07-27,2.44,6.21,11.32,NaN,156489.15,73.74,10.69,NaN,22.04,2.02,12.1,6.67,25.53,NaN,NaN,27.16,2.96,7.54,5.09,NaN,NaN,NaN,19.8,14.71,NaN,NaN,NaN,NaN,18.51,5.85,79.47,2.71,NaN,12.64,1.96,17.63,2.53,161.39,44.01
2007-07-30,2.4,6.21,11.35,NaN,155479.54,72.72,10.63,NaN,22.49,2.01,12.1,6.65,25.46,NaN,NaN,27.57,2.93,7.56,5.07,NaN,NaN,NaN,19.95,14.44,NaN,NaN,NaN,NaN,18.96,5.9,80.18,2.69,NaN,12.63,1.94,17.57,2.49,161.26,44.14
2007-07-31,2.45,6.21,11.91,NaN,157835.29,73.74,10.66,NaN,22.69,1.98,12.3,6.74,25.78,NaN,NaN,27.88,2.93,7.55,5.2,NaN,NaN,NaN,20.04,14.74,NaN,NaN,NaN,NaN,19.31,5.9,81.73,2.72,NaN,12.72,1.97,17.82,2.51,166.7,43.79
2007-08-01,2.43,6.1,11.62,NaN,154638.2,71.12,10.54,NaN,22.63,1.97,12.15,6.59,25.34,NaN,NaN,27.65,2.88,7.26,5.1,NaN,NaN,NaN,19.85,14.42,NaN,NaN,NaN,NaN,18.62,5.94,79.53,2.66,NaN,12.61,1.92,17.37,2.46,162.45,43.43
2007-08-02,2.52,6.14,11.83,NaN,155479.54,71.61,10.75,NaN,22.86,1.97,12.24,6.71,24.98,NaN,NaN,28.28,2.9,7.4,5.14,NaN,NaN,NaN,19.96,14.6,NaN,NaN,NaN,NaN,18.17,6.03,79.84,2.78,NaN,12.56,1.96,17.03,2.51,166.17,43.83
2007-08-03,2.48,6.08,11.88,NaN,154049.27,73.37,10.62,NaN,22.56,1.97,12.16,6.59,24.59,NaN,NaN,27.88,2.85,7.2,5.13,NaN,NaN,NaN,19.58,14.69,NaN,NaN,NaN,NaN,18.36,6.05,78.67,2.74,NaN,12.33,1.94,17.09,2.5,164.58,43.26
2007-08-06,2.44,6.01,11.56,NaN,153796.87,73.58,10.51,NaN,21.99,1.92,12.19,6.57,24.44,NaN,NaN,28.36,2.81,7.06,5.09,NaN,NaN,NaN,19.45,14.49,NaN,NaN,NaN,NaN,17.92,5.96,77.09,2.76,NaN,12.38,1.92,16.72,2.48,162.05,43.39
2007-08-07,2.48,6.13,12.05,NaN,155647.81,76.15,10.6,NaN,22.74,1.92,12.14,6.62,25.12,NaN,NaN,28.82,2.79,7.48,5.23,NaN,NaN,NaN,19.29,14.57,NaN,NaN,NaN,NaN,17.84,5.98,79.9,2.78,NaN,12.28,1.95,17.09,2.48,167.37,43.7
2007-08-08,2.45,6.36,12.34,NaN,159349.71,79.34,10.75,NaN,22.39,2,12.25,6.67,25.55,NaN,NaN,29.38,2.82,7.51,5.34,NaN,NaN,NaN,19,15.21,NaN,NaN,NaN,NaN,17.83,5.68,82.53,2.82,NaN,13,1.98,17.9,2.51,170.02,43.88
2007-08-09,2.37,6.31,11.92,NaN,157835.29,76.84,10.72,NaN,21.05,2.02,11.9,6.59,24.96,NaN,NaN,29.01,2.84,7.25,5.26,NaN,NaN,NaN,18.56,15.12,NaN,NaN,NaN,NaN,17.09,5.65,80.58,2.86,NaN,13.05,1.97,18.02,2.54,165.91,42.86
2007-08-10,2.35,6.5,11.4,NaN,155479.54,73.94,10.38,NaN,20.19,1.96,11.81,6.43,24.01,NaN,NaN,28.9,2.82,7.29,5.15,NaN,NaN,NaN,17.64,15.19,NaN,NaN,NaN,NaN,16.75,5.53,79.29,2.84,NaN,12.58,1.91,17.71,2.5,160.06,41.17
2007-08-13,2.41,6.4,11.55,NaN,157667.03,73.78,10.37,NaN,21.09,1.94,11.75,6.49,24.51,NaN,NaN,29.42,2.8,7.46,5.25,NaN,NaN,NaN,18.3,15.16,NaN,NaN,NaN,NaN,17.4,5.71,79.87,2.82,NaN,12.58,1.92,17.79,2.47,164.71,42.19
2007-08-14,2.42,6.28,11.01,NaN,157078.09,74.23,10.36,NaN,20.76,1.94,11.55,6.46,24.18,NaN,NaN,28.81,2.83,7.44,5.2,NaN,NaN,NaN,18.1,14.99,NaN,NaN,NaN,NaN,17.34,5.72,79.9,2.82,NaN,12.61,1.92,17.77,2.47,161.66,41.79
2007-08-16,2.37,6.09,10.23,NaN,154469.94,71.7,NaN,NaN,19.95,1.91,11.21,6.37,23.31,NaN,NaN,27.88,2.78,7.19,5.06,NaN,NaN,NaN,17.54,14.61,NaN,NaN,NaN,NaN,16.18,5.6,74.1,2.72,NaN,12,1.88,16.26,2.39,155.81,39.53
2007-08-17,2.41,6.04,10.2,NaN,156909.82,73.41,10.01,NaN,19.65,1.88,11.4,6.51,23.82,NaN,NaN,28.25,2.81,7.16,5.22,NaN,NaN,NaN,17.42,14.78,NaN,NaN,NaN,NaN,16.1,5.67,77.43,2.74,NaN,12.18,1.91,16.22,2.46,162.59,40.99
2007-08-20,2.44,6.16,10.47,NaN,156320.88,73.17,10.16,NaN,19.83,1.89,11.25,6.53,23.91,NaN,NaN,28.03,2.81,7.34,5.23,NaN,NaN,NaN,17.93,14.8,NaN,NaN,NaN,NaN,16.03,5.81,78.02,2.78,NaN,12.29,1.94,16.6,2.46,164.18,41.66
2007-08-21,2.43,6.11,10.58,NaN,156573.29,76.03,10.24,NaN,19.9,1.88,11.25,6.55,23.66,NaN,NaN,27.87,2.81,7.18,5.24,NaN,NaN,NaN,18.13,14.78,NaN,NaN,NaN,NaN,16.14,5.88,77.84,2.75,NaN,12.39,1.95,16.74,2.44,164.05,41.26
2007-08-22,2.54,6.2,10.87,NaN,158003.56,76.43,10.3,NaN,20.53,1.9,11.3,6.67,24.35,NaN,NaN,28.09,2.84,7.21,5.23,NaN,NaN,NaN,18.7,15.01,NaN,NaN,NaN,NaN,16.45,6.07,78.58,2.79,NaN,12.45,1.99,17.07,2.47,166.97,42.1
2007-08-23,2.57,6.1,10.8,NaN,157582.89,76.31,10.63,NaN,20.69,1.89,11.26,6.69,24.48,NaN,NaN,28.22,2.85,7.35,5.25,NaN,NaN,NaN,18.82,14.97,NaN,NaN,NaN,NaN,16.87,6.03,78.3,2.78,NaN,12.36,2.03,17.13,2.49,167.63,43.39
2007-08-24,2.6,6.11,10.95,NaN,157414.63,77.09,10.7,NaN,20.9,1.92,11.4,6.74,24.86,NaN,NaN,28.47,2.84,7.36,5.24,NaN,NaN,NaN,18.94,14.95,NaN,NaN,NaN,NaN,17.3,5.99,81.63,2.87,NaN,12.42,2.05,17.35,2.51,168.03,43.17
2007-08-27,2.59,6.14,10.85,NaN,157330.49,76.76,10.68,NaN,20.97,1.92,11.39,6.74,24.6,NaN,NaN,28.65,2.88,7.45,5.23,NaN,NaN,NaN,18.98,14.96,NaN,NaN,NaN,NaN,17.74,6.05,81.6,2.83,NaN,12.37,2.07,17.1,2.48,168.3,43.48
2007-08-28,2.57,6.07,10.42,NaN,154806.47,74.15,10.62,NaN,20.41,1.92,11.39,6.69,24.22,NaN,NaN,28.42,2.82,7.44,5.13,NaN,NaN,NaN,18.67,14.77,NaN,NaN,NaN,NaN,17.26,5.94,80.21,2.84,NaN,12.12,2.01,16.88,2.52,162.05,42.59
2007-08-29,2.62,6.07,10.47,NaN,155900.21,73.33,NaN,NaN,20.75,1.97,11.35,6.69,24.59,NaN,NaN,NaN,2.86,7.4,5.13,NaN,NaN,NaN,NaN,14.88,NaN,NaN,NaN,NaN,17.64,6,84.26,2.84,NaN,12.24,2.04,17.13,2.52,164.45,42.99
2007-08-30,2.66,6.14,10.57,NaN,156489.15,73.7,10.46,NaN,21,2,11.3,6.72,24.96,NaN,NaN,28.62,2.87,7.22,5.12,NaN,NaN,NaN,19.15,14.97,NaN,NaN,NaN,NaN,17.62,6.11,84.29,2.88,NaN,12.62,2.06,17.16,2.58,166.44,43.79
2007-08-31,2.67,6.15,10.84,NaN,156993.96,75.01,10.63,NaN,21.06,2.02,11.3,6.73,25.38,NaN,NaN,28.88,2.94,7.35,5.15,NaN,NaN,NaN,19.41,15.06,NaN,NaN,NaN,NaN,17.64,6.25,84.87,2.89,NaN,12.77,2.08,17.17,2.6,167.1,44.37
2007-09-03,2.66,6.28,10.88,NaN,157078.09,74.31,NaN,NaN,21.26,2,11.4,6.75,25.22,NaN,NaN,29.06,2.93,7.4,5.17,NaN,NaN,NaN,19.39,15.11,NaN,NaN,NaN,NaN,17.5,6.26,85.34,2.9,NaN,12.81,2.09,17.07,2.58,167.23,45.79
2007-09-04,2.64,6.37,11.41,NaN,156236.75,73.9,10.62,NaN,21.64,2,11.25,6.67,25.2,NaN,NaN,29.07,2.95,7.5,5.16,NaN,NaN,NaN,19.62,15.05,NaN,NaN,NaN,NaN,18.02,6.3,85.46,2.9,NaN,12.99,2.11,17.1,2.58,167.77,46.18
2007-09-05,2.59,6.26,10.95,NaN,153628.6,72.19,10.54,NaN,20.74,1.97,11.05,6.53,24.84,NaN,NaN,28.6,2.91,7.37,5.01,NaN,NaN,NaN,19.05,14.75,NaN,NaN,NaN,NaN,18.27,6.32,83.18,2.89,NaN,12.81,2.05,16.78,2.55,161.52,44.85
2007-09-06,2.58,5.91,10.81,NaN,151945.92,71.45,10.45,NaN,20.41,2.01,11.18,6.59,25.31,NaN,NaN,28.57,2.91,7.32,5.01,NaN,NaN,NaN,19.13,14.67,NaN,NaN,NaN,NaN,18.49,6.35,83.76,2.9,NaN,12.96,2.06,16.74,2.54,160.33,44.41
2007-09-07,2.52,5.79,10.43,NaN,150936.31,68.75,NaN,NaN,19.75,1.99,11.65,6.6,24.81,NaN,NaN,28.16,2.89,7.13,4.85,NaN,NaN,NaN,18.56,14.32,NaN,NaN,NaN,NaN,18.09,6.32,82.99,2.87,NaN,12.6,2.03,16.46,2.51,152.89,43.48
2007-09-10,2.57,5.8,10.33,NaN,149085.36,67.32,NaN,NaN,19.1,NaN,NaN,6.76,24.88,NaN,NaN,NaN,2.94,7.06,4.83,NaN,NaN,NaN,NaN,14.23,NaN,NaN,NaN,NaN,17.81,NaN,82.84,3.01,NaN,12.53,2.04,15.93,2.56,152.09,43.39
2007-09-11,2.6,5.65,10.51,NaN,148328.16,67.37,10.15,NaN,19.6,1.93,12,6.82,25.14,NaN,NaN,28.34,2.96,7.15,4.92,NaN,NaN,NaN,19.2,14.31,NaN,NaN,NaN,NaN,18.37,6.24,85.52,2.97,NaN,12.57,2.09,16.27,2.56,153.55,44.1
2007-09-12,2.57,5.36,10.37,NaN,147234.42,66.22,10.14,NaN,18.99,1.89,11.85,6.85,25.25,NaN,NaN,28.58,2.96,7.11,4.92,NaN,NaN,NaN,18.95,14.25,NaN,NaN,NaN,NaN,18.36,6.34,85.74,2.96,NaN,12.45,2.12,16.6,2.55,154.88,43.61
2007-09-13,2.56,5.19,10.55,NaN,148159.89,69.94,10.06,NaN,18.76,1.82,11.7,6.87,25.45,NaN,NaN,28.65,2.89,7.02,4.93,NaN,NaN,NaN,18.84,14.32,NaN,NaN,NaN,NaN,18.37,6.36,88.49,2.98,NaN,12.08,2.16,16.83,2.57,157.8,44.45
2007-09-14,2.54,5.22,10.28,NaN,147234.42,68.96,9.97,NaN,18.49,1.86,11.6,6.83,25.34,NaN,NaN,28.69,2.87,6.84,4.92,NaN,NaN,NaN,18.59,14.25,NaN,NaN,NaN,NaN,18.27,6.35,89.23,2.97,NaN,12.02,2.15,16.66,2.55,154.48,42.01
2007-09-17,2.53,5.15,10.16,NaN,144710.4,67.61,9.61,NaN,18.08,1.84,11.65,6.79,25,NaN,NaN,28.42,2.85,6.78,4.95,NaN,NaN,NaN,18.33,14.12,NaN,NaN,NaN,NaN,17.62,6.29,87.31,2.97,NaN,11.66,2.14,16.68,2.54,152.76,41.7
2007-09-18,2.55,5.01,10.21,NaN,147655.09,67.69,9.52,NaN,18.43,1.83,11.9,6.95,25.46,NaN,NaN,28.75,2.85,6.79,5.04,NaN,NaN,NaN,18.6,14.35,NaN,NaN,NaN,NaN,17.75,6.28,91.08,2.96,NaN,11.83,2.16,17.19,2.56,157.27,42.37
2007-09-19,2.56,5.12,10.75,NaN,149926.7,71.25,9.55,NaN,18.97,1.82,11.8,7.01,26.26,NaN,NaN,29.14,2.81,6.93,5.14,NaN,NaN,NaN,18.75,14.46,NaN,NaN,NaN,NaN,18.08,6.29,91.54,2.98,NaN,11.96,2.17,18.37,2.55,163.52,42.86
2007-09-20,2.54,5.33,10.86,NaN,148496.43,70.02,NaN,NaN,18.77,1.81,11.97,6.98,26.23,NaN,NaN,29.04,2.77,6.92,5.13,NaN,NaN,NaN,18.03,14.34,NaN,NaN,NaN,NaN,18.3,6.34,91.91,2.96,NaN,11.85,2.16,18.32,2.54,160.59,42.95
2007-09-21,2.52,5.31,10.77,NaN,147655.09,69.12,9.2,NaN,18.94,1.81,12.15,7.03,26.12,NaN,NaN,29.43,2.77,7.03,5.05,NaN,NaN,NaN,18.01,14.29,NaN,NaN,NaN,NaN,18.45,6.28,93.83,2.94,NaN,11.7,2.15,18.37,2.55,159.53,42.9
2007-09-24,2.54,5.29,10.77,NaN,146729.61,68.26,9.4,NaN,18.69,1.81,12.35,7.05,26.24,NaN,NaN,29.67,2.8,7.1,5.06,NaN,NaN,NaN,17.95,14.68,NaN,NaN,NaN,NaN,18.47,6.43,94.23,2.95,NaN,11.76,2.15,18.72,2.53,158.2,43.12
2007-09-25,2.56,5.26,10.42,NaN,145215.2,67.65,NaN,NaN,18.08,1.83,12.5,7.02,25.89,NaN,NaN,NaN,2.82,7.14,5.02,NaN,NaN,NaN,NaN,14.57,NaN,NaN,NaN,NaN,18.44,NaN,92.35,2.93,NaN,11.76,2.14,18.42,2.54,156.87,42.55
2007-09-26,2.65,5.26,10.53,NaN,146393.08,67.08,9.49,NaN,18,1.84,12.72,7.11,26.14,NaN,NaN,29.89,2.85,7.24,5.03,NaN,NaN,NaN,18.18,14.76,NaN,NaN,NaN,NaN,18.65,6.61,93.18,2.94,NaN,11.77,2.17,18.39,2.61,159.13,42.64
2007-09-27,2.68,5.26,10.62,NaN,146140.68,65.45,9.46,NaN,18.18,1.82,12.7,7.08,26.17,NaN,NaN,29.81,2.91,7.15,5.02,NaN,NaN,NaN,18.26,14.69,NaN,NaN,NaN,NaN,19.28,6.62,91.57,2.92,NaN,11.7,2.13,18.48,2.63,160.46,42.77
2007-09-28,2.63,5.19,10.47,NaN,144794.53,64.18,9.52,NaN,18.24,1.82,12.9,7.05,25.99,NaN,NaN,29.67,2.9,6.93,5.04,NaN,NaN,NaN,18.44,14.61,NaN,NaN,NaN,NaN,19.32,6.63,92.38,2.92,NaN,11.79,2.13,18.52,2.59,159.4,42.32
2007-10-01,2.65,5.2,10.69,NaN,148580.56,66.47,NaN,NaN,18.6,1.8,12.95,7.09,26.2,NaN,NaN,29.88,2.88,6.98,5.15,NaN,NaN,NaN,18.54,14.64,NaN,NaN,NaN,NaN,19.65,6.66,92.69,2.94,NaN,11.78,2.16,18.94,2.62,162.32,42.68
2007-10-02,2.64,5.33,10.64,NaN,150515.64,67.32,9.61,NaN,19.52,1.8,13.01,7.05,25.9,NaN,NaN,29.98,2.9,7.08,5.12,NaN,NaN,NaN,18.69,14.74,NaN,NaN,NaN,NaN,18.99,6.65,89.35,2.95,NaN,11.71,2.14,18.75,2.6,166.84,42.9
2007-10-03,2.67,5.48,10.91,NaN,151525.25,69.33,9.65,NaN,19.85,1.79,13.05,7.07,25.67,NaN,NaN,29.62,2.87,7.25,5.17,NaN,NaN,NaN,18.88,14.68,NaN,NaN,NaN,NaN,19.33,6.75,87.28,2.95,NaN,11.59,2.1,18.81,2.6,166.84,44.45
2007-10-04,2.66,5.49,11.3,NaN,150010.84,70.92,9.77,NaN,19.97,1.85,13.2,7.1,25.69,NaN,NaN,29.75,2.86,7.34,5.24,NaN,NaN,NaN,18.7,14.72,NaN,NaN,NaN,NaN,19.39,6.77,88.8,2.94,NaN,11.47,2.07,18.78,2.61,166.84,45.61
2007-10-05,2.76,5.6,11.48,NaN,150936.31,71.37,NaN,NaN,20.26,NaN,13.6,7.15,25.96,NaN,NaN,29.79,2.85,7.45,5.25,NaN,NaN,NaN,18.41,14.78,NaN,NaN,NaN,NaN,19.62,6.75,88.95,2.97,NaN,11.52,2.07,18.89,2.6,168.16,46.36
2007-10-08,2.74,5.53,11.83,NaN,150515.64,71.29,10.15,NaN,20.15,NaN,13.75,7.14,25.9,NaN,NaN,29.77,2.84,7.49,5.2,NaN,NaN,NaN,18.27,14.89,NaN,NaN,NaN,NaN,19.38,6.88,89.14,2.97,NaN,11.51,2.06,18.8,2.58,167.1,45.47
2007-10-09,2.8,5.47,11.62,NaN,152282.45,71.25,10.33,NaN,20.25,1.86,13.88,7.22,26.22,NaN,NaN,29.99,2.86,7.47,5.2,NaN,NaN,NaN,18.7,15.02,NaN,NaN,NaN,NaN,19.82,6.85,90.03,3.02,NaN,11.71,2.07,18.72,2.61,168.7,46.27
2007-10-10,2.84,5.55,11.45,NaN,151693.52,69.82,10.15,NaN,20.1,1.84,13.94,7.21,26.16,NaN,NaN,30.08,2.91,7.62,5.16,NaN,NaN,NaN,18.79,15.03,NaN,NaN,NaN,NaN,19.9,6.81,91.79,3.01,NaN,11.74,2.07,18.65,2.59,166.97,46.01
2007-10-11,2.82,5.51,11.43,NaN,151356.98,70.18,10.15,NaN,20.36,1.89,13.9,7.28,26.4,NaN,NaN,30.04,2.93,7.54,5.14,NaN,NaN,NaN,19.03,15.1,NaN,NaN,NaN,NaN,20.14,6.86,93.71,3.02,NaN,11.86,2.12,18.85,2.59,164.71,46.23
2007-10-12,2.81,5.43,11.37,NaN,152450.72,69.86,10.07,NaN,20.1,1.89,13.75,7.28,26.45,NaN,NaN,30.18,2.9,7.65,5.12,NaN,NaN,NaN,19,15.05,NaN,NaN,NaN,NaN,19.68,6.85,94.75,3.04,NaN,11.84,2.18,18.9,2.62,164.31,45.96
2007-10-15,2.84,5.4,11.28,NaN,149169.5,66.92,10.08,NaN,19.83,1.88,14,7.22,26.5,NaN,NaN,29.94,3,7.68,5.01,NaN,NaN,NaN,18.72,14.85,NaN,NaN,NaN,NaN,19.49,6.83,95.37,3.02,NaN,11.65,2.15,18.72,2.64,159,45.03
2007-10-16,2.82,5.31,11.26,NaN,147402.68,67.16,9.97,NaN,19.27,1.85,13.97,7.21,26.63,NaN,NaN,29.69,2.97,7.61,5.03,NaN,NaN,NaN,18.57,14.68,NaN,NaN,NaN,NaN,19.8,6.86,96.42,3.05,NaN,11.6,2.12,18.48,2.65,157.94,45.34
2007-10-17,2.83,5.32,11.44,NaN,147907.49,66.75,9.92,NaN,19.48,1.89,14.03,7.18,26.45,NaN,NaN,29.6,3,7.64,5,NaN,NaN,NaN,18.75,14.58,NaN,NaN,NaN,NaN,19.96,6.78,95.16,3.04,NaN,11.73,2.1,18.53,2.66,156.21,45.08
2007-10-18,2.85,5.27,11.21,NaN,146308.94,65.98,9.97,NaN,19.13,1.87,14.18,7.19,26.04,NaN,NaN,29.52,2.96,7.5,4.97,NaN,NaN,NaN,18.51,14.4,NaN,NaN,NaN,NaN,19.3,6.81,93.71,3.06,NaN,11.49,2.1,17.96,2.65,154.22,44.1
2007-10-19,2.88,5.34,11.03,NaN,146813.75,66.83,9.96,NaN,18.65,1.85,13.9,7.16,25.94,NaN,NaN,29.63,2.97,7.47,5.02,NaN,NaN,NaN,18.47,14.45,NaN,NaN,NaN,NaN,18.71,6.75,91.7,3.04,NaN,11.38,2.09,17.94,2.63,153.55,43.61
