Date,A2A,AMP,AZM,BMED,BMPS,BAMI,BPE,BC,BZU,CPR,DIA,ENEL,ENI,RACE,FBK,G,HER,IP,ISP,INW,IG,IVG,LDO,MB,MONC,NEXI,PIRC,PST,PRY,REC,SPM,SRG,STLAM,STMMI,TIT,TEN,TRN,UCG,UNI
1989-05-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.58,NaN,NaN,NaN,NaN,NaN,NaN,7.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.72,NaN,NaN,NaN,NaN,NaN,NaN,5.17,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN
1989-05-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.53,NaN,NaN,NaN,NaN,NaN,NaN,7.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7,NaN,NaN,NaN,NaN,NaN,NaN,5.16,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN
1989-06-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.41,NaN,NaN,NaN,NaN,NaN,NaN,7.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.64,NaN,NaN,NaN,NaN,NaN,NaN,5.21,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN
1989-06-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.45,NaN,NaN,NaN,NaN,NaN,NaN,7.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.67,NaN,NaN,NaN,NaN,NaN,NaN,5.24,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN
1989-06-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.54,NaN,NaN,NaN,NaN,NaN,NaN,7.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.75,NaN,NaN,NaN,NaN,NaN,NaN,5.17,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN
1989-06-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.54,NaN,NaN,NaN,NaN,NaN,NaN,7.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8,NaN,NaN,NaN,NaN,NaN,NaN,5.18,NaN,NaN,NaN,0.4,NaN,NaN,NaN,NaN
1989-06-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.61,NaN,NaN,NaN,NaN,NaN,NaN,7.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.85,NaN,NaN,NaN,NaN,NaN,NaN,5.13,NaN,NaN,NaN,0.4,NaN,NaN,NaN,NaN
1989-06-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.61,NaN,NaN,NaN,NaN,NaN,NaN,8.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.89,NaN,NaN,NaN,NaN,NaN,NaN,5.02,NaN,NaN,NaN,0.41,NaN,NaN,NaN,NaN
1989-06-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.57,NaN,NaN,NaN,NaN,NaN,NaN,8.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.94,NaN,NaN,NaN,NaN,NaN,NaN,4.97,NaN,NaN,NaN,0.42,NaN,NaN,NaN,NaN
1989-06-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.51,NaN,NaN,NaN,NaN,NaN,NaN,8.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.95,NaN,NaN,NaN,NaN,NaN,NaN,4.99,NaN,NaN,NaN,0.43,NaN,NaN,NaN,NaN
1989-06-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.63,NaN,NaN,NaN,NaN,NaN,NaN,8.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.95,NaN,NaN,NaN,NaN,NaN,NaN,4.99,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-06-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.69,NaN,NaN,NaN,NaN,NaN,NaN,8.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.04,NaN,NaN,NaN,NaN,NaN,NaN,4.79,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-06-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74,NaN,NaN,NaN,NaN,NaN,NaN,8.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.14,NaN,NaN,NaN,NaN,NaN,NaN,4.66,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-06-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.96,NaN,NaN,NaN,NaN,NaN,NaN,8.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3,NaN,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-06-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.01,NaN,NaN,NaN,NaN,NaN,NaN,8.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3,NaN,NaN,NaN,NaN,NaN,NaN,4.64,NaN,NaN,NaN,0.43,NaN,NaN,NaN,NaN
1989-06-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.96,NaN,NaN,NaN,NaN,NaN,NaN,8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.27,NaN,NaN,NaN,NaN,NaN,NaN,4.58,NaN,NaN,NaN,0.43,NaN,NaN,NaN,NaN
1989-06-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.94,NaN,NaN,NaN,NaN,NaN,NaN,8.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.38,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-06-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.89,NaN,NaN,NaN,NaN,NaN,NaN,8.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.45,NaN,NaN,NaN,NaN,NaN,NaN,4.37,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-06-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.12,NaN,NaN,NaN,NaN,NaN,NaN,8.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.41,NaN,NaN,NaN,NaN,NaN,NaN,4.42,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-06-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.85,NaN,NaN,NaN,NaN,NaN,NaN,8.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.39,NaN,NaN,NaN,NaN,NaN,NaN,4.43,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-06-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.83,NaN,NaN,NaN,NaN,NaN,NaN,8.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.39,NaN,NaN,NaN,NaN,NaN,NaN,4.36,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-06-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.82,NaN,NaN,NaN,NaN,NaN,NaN,8.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.39,NaN,NaN,NaN,NaN,NaN,NaN,4.36,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-06-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.79,NaN,NaN,NaN,NaN,NaN,NaN,8.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.38,NaN,NaN,NaN,NaN,NaN,NaN,4.36,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.78,NaN,NaN,NaN,NaN,NaN,NaN,8.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.36,NaN,NaN,NaN,NaN,NaN,NaN,4.34,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-07-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.76,NaN,NaN,NaN,NaN,NaN,NaN,8.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.37,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-07-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.73,NaN,NaN,NaN,NaN,NaN,NaN,8.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.28,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-07-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.63,NaN,NaN,NaN,NaN,NaN,NaN,8.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.26,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-07-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.64,NaN,NaN,NaN,NaN,NaN,NaN,8.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.34,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-07-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,NaN,NaN,NaN,NaN,8.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.53,NaN,NaN,NaN,NaN,NaN,NaN,4.39,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-07-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.69,NaN,NaN,NaN,NaN,NaN,NaN,8.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.63,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-07-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.65,NaN,NaN,NaN,NaN,NaN,NaN,8.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.66,NaN,NaN,NaN,NaN,NaN,NaN,4.27,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-07-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.64,NaN,NaN,NaN,NaN,NaN,NaN,8.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.73,NaN,NaN,NaN,NaN,NaN,NaN,4.28,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN
1989-07-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.64,NaN,NaN,NaN,NaN,NaN,NaN,8.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.87,NaN,NaN,NaN,NaN,NaN,NaN,4.21,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-07-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.79,NaN,NaN,NaN,NaN,NaN,NaN,8.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.81,NaN,NaN,NaN,NaN,NaN,NaN,4.23,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN
1989-07-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74,NaN,NaN,NaN,NaN,NaN,NaN,9.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.87,NaN,NaN,NaN,NaN,NaN,NaN,4.23,NaN,NaN,NaN,0.46,NaN,NaN,NaN,NaN
1989-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN,NaN,0.46,NaN,NaN,NaN,NaN
1989-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.88,NaN,NaN,NaN,NaN,NaN,NaN,8.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.81,NaN,NaN,NaN,NaN,NaN,NaN,4.18,NaN,NaN,NaN,0.47,NaN,NaN,NaN,NaN
1989-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.92,NaN,NaN,NaN,NaN,NaN,NaN,8.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77,NaN,NaN,NaN,NaN,NaN,NaN,4.04,NaN,NaN,NaN,0.48,NaN,NaN,NaN,NaN
1989-07-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.95,NaN,NaN,NaN,NaN,NaN,NaN,8.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.75,NaN,NaN,NaN,NaN,NaN,NaN,4.04,NaN,NaN,NaN,0.48,NaN,NaN,NaN,NaN
1989-07-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.84,NaN,NaN,NaN,NaN,NaN,NaN,8.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.59,NaN,NaN,NaN,NaN,NaN,NaN,3.96,NaN,NaN,NaN,0.47,NaN,NaN,NaN,NaN
1989-07-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.86,NaN,NaN,NaN,NaN,NaN,NaN,8.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.59,NaN,NaN,NaN,NaN,NaN,NaN,3.98,NaN,NaN,NaN,0.48,NaN,NaN,NaN,NaN
1989-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.96,NaN,NaN,NaN,NaN,NaN,NaN,8.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN,NaN,0.49,NaN,NaN,NaN,NaN
1989-07-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.24,NaN,NaN,NaN,NaN,NaN,NaN,8.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.89,NaN,NaN,NaN,NaN,NaN,NaN,4.19,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN
1989-07-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.14,NaN,NaN,NaN,NaN,NaN,NaN,8.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.88,NaN,NaN,NaN,NaN,NaN,NaN,4.23,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN
1989-07-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.14,NaN,NaN,NaN,NaN,NaN,NaN,8.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.91,NaN,NaN,NaN,NaN,NaN,NaN,4.23,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN
1989-08-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.26,NaN,NaN,NaN,NaN,NaN,NaN,8.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9,NaN,NaN,NaN,NaN,NaN,NaN,4.27,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN
1989-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3,NaN,NaN,NaN,NaN,NaN,NaN,8.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.89,NaN,NaN,NaN,NaN,NaN,NaN,4.51,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN
1989-08-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.36,NaN,NaN,NaN,NaN,NaN,NaN,8.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.95,NaN,NaN,NaN,NaN,NaN,NaN,4.51,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-08-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.75,NaN,NaN,NaN,NaN,NaN,NaN,8.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.01,NaN,NaN,NaN,NaN,NaN,NaN,4.43,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-08-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.76,NaN,NaN,NaN,NaN,NaN,NaN,8.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.02,NaN,NaN,NaN,NaN,NaN,NaN,4.47,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-08-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.78,NaN,NaN,NaN,NaN,NaN,NaN,8.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.04,NaN,NaN,NaN,NaN,NaN,NaN,4.49,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77,NaN,NaN,NaN,NaN,NaN,NaN,8.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,4.49,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77,NaN,NaN,NaN,NaN,NaN,NaN,8.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.93,NaN,NaN,NaN,NaN,NaN,NaN,4.49,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.78,NaN,NaN,NaN,NaN,NaN,NaN,8.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9,NaN,NaN,NaN,NaN,NaN,NaN,4.49,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-08-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8,NaN,NaN,NaN,NaN,NaN,NaN,8.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN,NaN,4.26,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-08-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8,NaN,NaN,NaN,NaN,NaN,NaN,8.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.89,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.85,NaN,NaN,NaN,NaN,NaN,NaN,8.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.15,NaN,NaN,NaN,NaN,NaN,NaN,4.46,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.93,NaN,NaN,NaN,NaN,NaN,NaN,8.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.22,NaN,NaN,NaN,NaN,NaN,NaN,4.46,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.91,NaN,NaN,NaN,NaN,NaN,NaN,9.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.21,NaN,NaN,NaN,NaN,NaN,NaN,4.51,NaN,NaN,NaN,0.54,NaN,NaN,NaN,NaN
1989-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.91,NaN,NaN,NaN,NaN,NaN,NaN,9.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.11,NaN,NaN,NaN,NaN,NaN,NaN,4.51,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.85,NaN,NaN,NaN,NaN,NaN,NaN,9.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.09,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN,NaN,9.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.15,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN,NaN,9.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.24,NaN,NaN,NaN,NaN,NaN,NaN,4.32,NaN,NaN,NaN,0.54,NaN,NaN,NaN,NaN
1989-08-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN,NaN,9.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.22,NaN,NaN,NaN,NaN,NaN,NaN,4.35,NaN,NaN,NaN,0.54,NaN,NaN,NaN,NaN
1989-08-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN,NaN,9.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.14,NaN,NaN,NaN,NaN,NaN,NaN,4.4,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-08-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989-08-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.67,NaN,NaN,NaN,NaN,NaN,NaN,9.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.17,NaN,NaN,NaN,NaN,NaN,NaN,4.27,NaN,NaN,NaN,0.54,NaN,NaN,NaN,NaN
1989-09-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.68,NaN,NaN,NaN,NaN,NaN,NaN,9.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.25,NaN,NaN,NaN,NaN,NaN,NaN,4.26,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-09-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.63,NaN,NaN,NaN,NaN,NaN,NaN,9.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.48,NaN,NaN,NaN,NaN,NaN,NaN,4.27,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-09-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.62,NaN,NaN,NaN,NaN,NaN,NaN,9.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.49,NaN,NaN,NaN,NaN,NaN,NaN,4.27,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
1989-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.59,NaN,NaN,NaN,NaN,NaN,NaN,9.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.36,NaN,NaN,NaN,NaN,NaN,NaN,4.39,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-09-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.53,NaN,NaN,NaN,NaN,NaN,NaN,9.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.25,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.47,NaN,NaN,NaN,NaN,NaN,NaN,9.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.32,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.53,NaN,NaN,NaN,NaN,NaN,NaN,9.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.36,NaN,NaN,NaN,NaN,NaN,NaN,4.27,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.53,NaN,NaN,NaN,NaN,NaN,NaN,9.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.34,NaN,NaN,NaN,NaN,NaN,NaN,4.31,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.52,NaN,NaN,NaN,NaN,NaN,NaN,9.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.48,NaN,NaN,NaN,NaN,NaN,NaN,4.31,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.52,NaN,NaN,NaN,NaN,NaN,NaN,9.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.57,NaN,NaN,NaN,NaN,NaN,NaN,4.31,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-09-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,9.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64,NaN,NaN,NaN,NaN,NaN,NaN,4.25,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-09-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.65,NaN,NaN,NaN,NaN,NaN,NaN,9.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.61,NaN,NaN,NaN,NaN,NaN,NaN,4.18,NaN,NaN,NaN,0.52,NaN,NaN,NaN,NaN
1989-09-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.67,NaN,NaN,NaN,NaN,NaN,NaN,9.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.52,NaN,NaN,NaN,NaN,NaN,NaN,4.14,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.67,NaN,NaN,NaN,NaN,NaN,NaN,8.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.43,NaN,NaN,NaN,NaN,NaN,NaN,4.12,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.57,NaN,NaN,NaN,NaN,NaN,NaN,8.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.43,NaN,NaN,NaN,NaN,NaN,NaN,4.14,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.49,NaN,NaN,NaN,NaN,NaN,NaN,8.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.54,NaN,NaN,NaN,NaN,NaN,NaN,3.96,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
1989-09-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.46,NaN,NaN,NaN,NaN,NaN,NaN,8.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.43,NaN,NaN,NaN,NaN,NaN,NaN,4.03,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN
