Date,ADS,AIR,ALV,BAS,BAYN,BEI,BMW,BNR,CBK,CON,DTG,DBK,DB1,DHL,DTE,EOAN,FME,FRE,HNR1,HEI,HEN,IFX,MBG,MRK,MTX,MUV2,PAH3,RHM,RWE,SAP,SIE,ENR,SHL,VOW3,SY1,ZAL,G1A,G24
2010-01-05,39.62,13.9,88.75,44.11,54.41,46.2,32.34,NaN,36.89,29.53,NaN,40.85,58.5,14.01,10.5,25.56,36.76,14.33,34.28,49.3,31.08,4.22,32.33,32.33,39.5,108.65,36.27,44.46,68.32,32.6,62.07,NaN,NaN,62.83,15.58,NaN,16.24,NaN
2010-01-06,39.43,14,89.45,44.31,54.05,46.19,32.79,NaN,38.12,29.71,NaN,40.29,57.4,14.16,10.23,25.51,36.58,14.37,33.59,50.14,31.26,4.18,32.28,32.28,39,108.05,36.82,43.79,68.23,33.09,62.28,NaN,NaN,64.38,16.18,NaN,16.06,NaN
2010-01-07,39.8,14.12,88.76,44.26,53.44,45.64,33.1,NaN,40.31,33.82,NaN,40.71,56.56,14.14,10.07,25.3,36.55,14.29,32.87,50.69,30.78,4.06,32.99,32.99,39,108.5,38.84,43.8,68.15,34.4,63.28,NaN,NaN,65.4,15.94,NaN,16.16,NaN
2010-01-08,39.56,14.35,88,44.06,52.9,44.6,32.72,NaN,40.25,34.57,NaN,41.76,55.95,14.52,10.13,25.57,36.04,14.17,32.74,51.37,30.77,4.19,32.74,32.74,39.23,107.95,38.77,44.2,67.65,34.39,63.49,NaN,NaN,66.05,16.1,NaN,16.35,NaN
2010-01-11,39.83,14.46,86.85,43.63,52.99,45.21,32.25,NaN,40.72,32.38,NaN,41.45,56.33,14.4,10.19,25.66,36.7,13.98,33.1,51.38,30.61,4.13,32.77,32.77,39.72,108.35,39.15,44.74,68.5,34.65,63.73,NaN,NaN,66.22,16,NaN,16.17,NaN
2010-01-12,38.56,14.1,86.34,41.82,52.55,43.48,31.15,NaN,38.54,31.03,NaN,40.26,55,14.03,10.13,25.21,36.63,13.8,33.01,49.65,30.96,3.98,32.45,32.45,38.5,108.4,37.38,43.9,67.65,34.17,62.55,NaN,NaN,64.86,16.11,NaN,15.8,NaN
2010-01-13,38.25,14.09,87.15,42.62,53.59,43.71,31.54,NaN,39.12,32.38,NaN,40,55.54,14.23,10.18,25.14,36.93,13.93,33.06,51.2,31.1,4.2,32.51,32.51,38.3,108.85,38.03,47.8,67.79,34.79,63.55,NaN,NaN,63.55,16.29,NaN,15.88,NaN
2010-01-14,38.81,14.24,85.9,42.46,54.07,43.83,31.83,NaN,39.77,31.8,NaN,39.86,54.35,14.07,10.16,25,37.44,14.53,32.95,51.66,31.84,4.22,32.73,32.73,38.05,108.15,38.84,48.7,68.44,34.73,63.71,NaN,NaN,63.17,16.7,NaN,15.98,NaN
2010-01-15,38.83,14.34,84.69,41.58,52.45,42.78,31.61,NaN,38.96,31.17,NaN,38.41,53.78,13.74,10.04,24.43,36.93,14.83,32.97,50.03,31.69,4.09,33,33,37.75,106.25,38.47,48.82,67.95,34.1,63.04,NaN,NaN,61.67,16.31,NaN,15.76,NaN
2010-01-18,39.16,14.72,84.95,42.44,53.39,43.87,31.98,NaN,38.6,32,NaN,38.71,53.98,13.94,9.96,24.76,37.18,14.7,32.96,49.95,31.8,4.07,32.72,32.72,38.55,108.55,38.52,48.85,68.15,33.92,63.31,NaN,NaN,61.39,16.4,NaN,15.87,NaN
2010-01-19,38.88,14.88,85.55,42.79,53.83,44.3,32.49,NaN,38.9,32.23,NaN,38.97,55.04,13.95,10.14,25.1,37.67,14.83,33.15,49.43,31.72,4.04,33.2,33.2,38.87,110.45,38.18,49.05,68.34,34.35,64,NaN,NaN,60.64,16.59,NaN,15.56,NaN
2010-01-20,38.23,14.79,83.4,41.8,52.45,43.73,31.83,NaN,37.87,30.89,NaN,38.32,54.15,13.51,10.03,24.66,37.52,15.17,32.85,47.45,31.87,4.01,33.89,33.89,39.44,109.7,37.33,46.8,67.13,34.12,62.56,NaN,NaN,59.22,16.02,NaN,15.04,NaN
2010-01-21,36.92,14.4,81.88,40.78,50.16,42.89,30.98,NaN,36.23,30.86,NaN,37.13,52.69,13.24,9.87,24.14,37.12,15.33,32.47,45.82,31.9,3.9,33.09,33.09,38.55,108.8,36.69,47.63,66.95,33.15,61.29,NaN,NaN,57.26,15.6,NaN,14.42,NaN
2010-01-22,36.65,14.16,81,39.81,50.39,42.63,30.6,NaN,36.12,31.08,NaN,35.18,50.95,13.01,9.75,23.92,37.26,15.17,32.78,44.73,31.36,3.76,32.83,32.83,37.07,108.75,34.98,47.3,66.55,32.9,61.01,NaN,NaN,56.65,15.9,NaN,14.42,NaN
2010-01-25,37.12,13.97,81.14,40.17,49.85,42.53,30.3,NaN,35.62,30.93,NaN,35.79,51.17,12.99,9.78,23.71,36.62,14.83,32.79,45.37,31.02,3.88,32.81,32.81,37.2,108.7,34.61,47.4,66.02,32.8,61.4,NaN,NaN,57.25,16.13,NaN,14.48,NaN
2010-01-26,37.1,14.04,81.2,40,50.21,43,30.34,NaN,35.62,30.79,NaN,35.26,49.68,12.81,9.76,23.78,36.9,14.77,32.87,46.3,31.18,3.94,33.18,33.18,37.25,110.35,34.86,46.85,66.11,32.92,64.38,NaN,NaN,57.57,16.34,NaN,14.67,NaN
2010-01-27,36.85,13.77,80.56,40.25,50.04,42.57,29.6,NaN,34.48,29.76,NaN,34.45,48.4,12.66,9.67,23.7,36.58,14.77,33.36,43.32,31.33,3.81,32.64,32.64,37.45,110.4,34.28,46.9,65.54,32.71,58.04,NaN,NaN,55.83,15.88,NaN,14.57,NaN
2010-01-28,36.3,13.73,80.2,40.32,48.71,42.1,29.72,NaN,34.11,29.84,NaN,34.95,48.34,12.54,9.48,23.36,36.39,14.83,33.1,43.02,31.4,3.95,32.06,32.06,38.45,109.3,33.53,46.5,64.16,32.35,61.89,NaN,NaN,56.44,15.79,NaN,14.27,NaN
2010-01-29,36.86,14.23,80.4,41.02,48.75,42.34,30.94,NaN,33.29,30.11,NaN,35,47.7,12.63,9.4,23.28,36.63,14.78,33.37,43.65,31.6,4.03,32.41,32.41,37.55,109.05,33.39,45.96,64.09,33.01,61.5,NaN,NaN,58.41,16.1,NaN,14.85,NaN
2010-02-01,37.12,14.29,80.6,41.68,48.83,42.28,31.14,NaN,35,31.32,NaN,35.99,48.37,12.85,9.41,23.55,36.67,14.3,33.67,43.35,31.35,4.22,32.13,32.13,37.47,109.5,33.3,46.25,64.66,33.35,61.75,NaN,NaN,60.46,16.51,NaN,14.93,NaN
2010-02-02,37.2,14.64,81.8,42.1,49.29,41.95,31.35,NaN,35.27,31.37,NaN,37.09,49.62,13.17,9.49,23.8,37.18,14.7,34.27,44.53,31.26,4.36,32.2,32.2,37.54,109.65,34.57,46.8,65.67,33.84,62.61,NaN,NaN,60.88,16.28,NaN,15.28,NaN
2010-02-03,36.34,14.59,80.6,42.26,48.59,42.35,31.26,NaN,34.54,31.36,NaN,36.38,47.65,12.95,9.39,23.48,36.95,14.65,33.49,43.98,31.25,4.26,32.03,32.03,38.35,108.75,34.26,47.2,64.75,34.08,62.17,NaN,NaN,61.13,16.5,NaN,14.94,NaN
2010-02-04,35.6,14.24,79.25,40.22,47.24,41.75,30.32,NaN,32.88,29.57,NaN,34.55,47.12,12.45,9.28,23.01,36.2,14.63,32.6,42.49,30.38,4.08,31.76,31.76,38.15,107.15,33.25,45.95,63.24,33.79,59.67,NaN,NaN,59.89,15.99,NaN,14.4,NaN
2010-02-05,35.15,14.1,77.24,39.1,45.95,41.3,29.89,NaN,32,28.51,NaN,33.65,45.58,12.14,9.2,22.37,36.18,14.2,31.43,40.98,29.62,3.95,31.34,31.34,35.63,106.1,32.25,44.22,62.31,33.3,57.95,NaN,NaN,58.93,15.2,NaN,13.95,NaN
2010-02-08,34.9,14,77.95,39.75,46.5,41.9,29.63,NaN,32.42,27.8,NaN,33.71,46.04,12.2,9.35,22.68,36.35,14.65,30.7,41.8,30.7,3.95,31.53,31.53,35.25,107.4,31.43,44.25,63.31,31.85,58.89,NaN,NaN,58.25,15.44,NaN,13.78,NaN
2010-02-09,35.7,13.8,79.39,40.44,47.43,41.85,29.89,NaN,33.42,28.63,NaN,35.75,47.15,12.3,9.42,22.78,36.44,14.53,31.06,43.02,31.28,4.05,31.64,31.64,36.5,107.25,31.3,44.5,63.54,31.94,60.32,NaN,NaN,57.46,15.61,NaN,14.16,NaN
2010-02-10,35.78,13.9,79.44,40.46,47.53,42.06,29.79,NaN,33.47,28.01,NaN,36.16,47.08,12.26,9.45,22.67,36.58,14.67,31.58,41.22,31.43,4.01,31.41,31.41,37.71,108.15,31.01,44.75,63.98,31.8,59.53,NaN,NaN,58.49,15.62,NaN,14.08,NaN
2010-02-11,36.2,13.71,79.25,40.6,48.11,42.35,29.6,NaN,33.56,26.69,NaN,35.59,46.56,12.05,9.4,22.72,36.83,14.57,31.64,40.56,31.47,4.09,31.57,31.57,38.1,108.4,31.33,45.65,63.64,31.37,60.16,NaN,NaN,57.4,16.45,NaN,14.18,NaN
2010-02-12,36.25,13.72,78.95,40.11,48.68,42.79,29,NaN,33.09,25.31,NaN,34.75,47.02,11.78,9.41,22.67,36.9,14.67,31.62,39.3,31.43,3.99,31.83,31.83,37.2,108.5,30.02,46.23,63.96,31.38,58.97,NaN,NaN,56,16.2,NaN,13.75,NaN
2010-02-15,36.27,13.58,79.74,40.24,48.61,42.44,28.71,NaN,32.94,25.09,NaN,34.91,47.17,11.85,9.46,22.89,36.57,14.8,31.5,39.26,31.5,3.88,31.85,31.85,37.14,109.15,29.23,46.3,63.88,31.44,59.46,NaN,NaN,55.57,16.1,NaN,13.62,NaN
2010-02-16,36.42,13.8,80.99,40.87,49.47,42.56,29.46,NaN,33.22,25.08,NaN,36.24,47.6,11.95,9.5,23.31,36.7,15,31.74,39.18,30.98,3.98,31.68,31.68,37.41,109.45,29.83,47.8,64.35,32.07,59.85,NaN,NaN,56.54,16.1,NaN,13.9,NaN
2010-02-17,36.44,14.51,82.2,41.49,49.67,42.79,29.65,NaN,33.87,26.19,NaN,36.64,49.25,12.17,9.55,23.29,36.73,14.95,32.25,40.71,30.91,4.1,31.87,31.87,37.58,109.85,30.34,48.1,64.41,32.28,60.94,NaN,NaN,59.17,16.3,NaN,14.16,NaN
2010-02-18,37,14.71,82.88,42.05,50.03,43.86,29.52,NaN,33.94,25.96,NaN,37.39,50.2,12.26,9.67,23.41,37.48,15.55,32.52,40.88,31.63,4.12,32.39,32.39,38.6,110.35,30.01,48.25,64.98,32.32,61.78,NaN,NaN,59.17,16.08,NaN,14.31,NaN
2010-02-19,37.44,14.87,82.41,42.14,50.2,44.36,30.29,NaN,34.35,25.27,NaN,37.65,50.38,12.31,9.71,23.48,37.42,15.65,32.49,40.52,31.87,4.14,32.69,32.69,39.19,110.9,30.71,48.55,64.66,32.91,61.74,NaN,NaN,59.44,15.78,NaN,14.24,NaN
2010-02-22,37.05,14.83,82.45,41.92,49.64,43.95,30.26,NaN,34.94,24.61,NaN,37.69,51.14,12.32,9.7,23.33,37.6,15.54,33.1,40.5,31.6,4.18,32.25,32.25,39.46,112.6,30.12,47.9,64.41,32.5,61.51,NaN,NaN,61.05,15.84,NaN,14.27,NaN
2010-02-23,36.24,15,81.59,41.14,49.14,44.27,29.67,NaN,33.3,25.9,NaN,36.2,50.45,12.14,9.54,23.07,37.09,15.26,32.67,39.6,31.71,4.06,29.33,29.33,38.75,111.8,29.56,47.2,63.39,32.27,60.47,NaN,NaN,60.31,15.5,NaN,14.08,NaN
2010-02-24,36.28,14.72,82.85,40.83,49.25,44.5,29.59,NaN,32.65,25.92,NaN,36.87,51.19,12.07,9.61,23.21,38.55,15.59,32.81,38.52,31.61,4.04,29.37,29.37,36.14,113,29.53,46.72,63.34,32.9,60.9,NaN,NaN,61.29,15.34,NaN,13.76,NaN
2010-02-25,35.75,14.49,82.8,41.1,48.91,44.12,29.51,NaN,32.12,24.52,NaN,36.23,50.47,11.7,9.46,22.66,38,15.6,32.56,37.06,31.5,3.96,28.65,28.65,35.89,111.9,29.35,46.2,61.67,32.37,59.27,NaN,NaN,60.35,15.34,NaN,13.66,NaN
2010-02-26,36.36,15.17,84.45,41.13,47.93,44.76,29.78,NaN,32.23,25.47,NaN,36.75,50.92,11.92,9.48,22.83,38.33,16.01,33.01,37.67,32.78,4,28.9,28.9,36.89,113.3,29.75,46.1,62.11,32.72,59.85,NaN,NaN,59.49,15.69,NaN,13.74,NaN
2010-03-01,38.2,15.4,86.19,42.03,49.65,46,30.34,NaN,32.29,25.47,NaN,37.43,51.66,12.1,9.56,23.24,39.74,16.07,33.49,37.75,33.2,4.07,29.75,29.75,38.2,114.4,30.3,47.6,62.9,33.43,61.16,NaN,NaN,60.19,15.8,NaN,13.94,NaN
2010-03-02,38.23,15.47,86.68,42.1,50.21,46.24,31.15,NaN,32.87,26.3,NaN,37.72,51.9,12.48,9.55,23.33,40.18,16.47,33.2,39.48,33.35,4.19,29.78,29.78,38.95,115.9,31.37,47.56,63.03,33.74,62.44,NaN,NaN,60.36,15.64,NaN,14.35,NaN
2010-03-03,36.65,15.46,87.8,42.2,51.12,45.15,31.54,NaN,32.79,26.32,NaN,38.4,52.23,12.76,9.55,23.41,39.97,16.4,33.33,39.52,32.88,4.2,30.24,30.24,39.15,116.5,31.85,47.8,63.11,33.59,63.39,NaN,NaN,61.55,16.16,NaN,14.71,NaN
2010-03-04,36.68,15.62,86.81,41.81,50.72,45.39,31.52,NaN,33.35,25.96,NaN,39.13,52.04,12.78,9.57,23.25,39.96,16.68,33.14,40.35,33.28,4.23,30.47,30.47,39.85,115.3,32.01,48.01,62.82,33.76,62.88,NaN,NaN,61.11,16.15,NaN,14.71,NaN
2010-03-05,36.93,15.93,88,43.1,51.36,45.06,32.27,NaN,34.47,27.86,NaN,39.97,53.14,13.03,9.69,23.48,39.7,16.71,33.67,41.03,33.17,4.27,30.45,30.45,40.38,116.35,32.53,49.45,62.91,33.96,63.83,NaN,NaN,62.91,16.8,NaN,15.12,NaN
2010-03-08,36.8,15.85,88,43.2,51.09,44.9,31.93,NaN,34.43,27.72,NaN,40.22,52.8,12.82,9.78,23.55,39.72,16.18,33.88,41.1,33.33,4.29,30.31,30.31,40.75,117.4,32.08,49.35,63.69,33.96,63.6,NaN,NaN,64.6,16.79,NaN,15.21,NaN
2010-03-09,36.71,15.41,87.9,43.28,51.57,44.88,32.23,NaN,34.48,27.71,NaN,40.64,52.76,13.08,9.81,23.67,39.82,16.25,33.49,40.73,32.9,4.3,30.43,30.43,40.7,116.5,32.1,51.15,64.56,33.92,63.69,NaN,NaN,63.92,16.69,NaN,15.14,NaN
2010-03-10,37,15.25,88.3,43.75,51.63,44.76,32.24,NaN,34.65,27.82,NaN,40.71,53.32,13,9.79,23.79,39.72,16.37,33.67,41.33,33.23,4.33,30.53,30.53,41.13,117.95,32.47,51.3,64.42,33.92,64.12,NaN,NaN,63.2,16.69,NaN,15.26,NaN
2010-03-11,37.62,14.84,87.98,44.14,51.21,44.82,32.65,NaN,34.77,28.03,NaN,41.03,53.2,12.88,9.9,23.9,39.65,16.6,33.64,41.54,33.56,4.35,30.41,30.41,40.3,117.1,34,50.35,64.31,33.62,63.66,NaN,NaN,67.84,16.61,NaN,16.41,NaN
2010-03-12,38.1,14.67,87.88,44.29,50.76,44.25,32.59,NaN,35.77,28.41,NaN,41.5,53.2,13.12,9.89,23.71,39.53,16.57,34.02,41.53,32.65,4.45,30.33,30.33,40.6,116.9,34.68,50.75,63.95,33.51,64.63,NaN,NaN,69.27,16.75,NaN,16.64,NaN
2010-03-15,37.7,14.62,88.06,43.77,50.48,44,32.65,NaN,35.8,27.47,NaN,41.44,52.85,12.97,9.8,23.58,40.17,16.76,34.09,41.11,32.53,4.33,30.37,30.37,40.5,116.5,34.31,49.1,64.04,33.43,64.16,NaN,NaN,68.53,16.67,NaN,16.41,NaN
2010-03-16,37.79,14.68,89,44.16,51.18,43.97,32.81,NaN,36.58,27.71,NaN,42.54,53.36,13,9.82,23.5,40.1,16.75,34.67,41.85,32.42,4.46,30.33,30.33,41.2,116.5,35.17,50,64.26,33.6,65.95,NaN,NaN,69.71,16.7,NaN,16.84,NaN
2010-03-17,37.37,14.54,89.8,44.43,50.99,44.02,32.53,NaN,37.6,28.55,NaN,43.16,53.2,13.16,9.84,23.45,40.09,16.73,35.9,42.94,32.63,4.54,30.06,30.06,41.55,117.2,35.39,49.54,64.36,34.68,68.24,NaN,NaN,70.95,16.67,NaN,16.92,NaN
2010-03-18,38.7,14.68,89.6,44.75,50.47,44.22,32.29,NaN,37.01,27.95,NaN,42.59,53.25,13.1,9.87,23.26,40.2,16.53,36.03,43.7,32.51,4.47,29.99,29.99,41.05,116.7,35.89,49.8,64.41,34.6,67.96,NaN,NaN,70.96,16.75,NaN,16.83,NaN
2010-03-19,39.1,14.77,89.05,44.25,49.65,44.29,32.1,NaN,37.25,27.86,NaN,42.58,52.85,13.03,9.87,23,40.1,16.4,35.85,43.42,32.63,4.45,30.08,30.08,41.25,116.7,35.45,50.31,63.9,34.45,67.53,NaN,NaN,71.76,16.1,NaN,17,NaN
2010-03-22,38.87,15,88.7,44.84,49.71,44.19,32.65,NaN,37.01,27.84,NaN,42.65,52.97,12.95,9.88,22.89,41.36,16.31,36.04,42.39,32.97,4.5,30.23,30.23,41.3,116.95,35.22,50.4,63.96,34.67,67.38,NaN,NaN,72.81,16.55,NaN,16.93,NaN
2010-03-23,39.28,14.72,88.85,44.95,49.38,44.45,33.31,NaN,38.01,27.98,NaN,43.03,53.58,13.04,9.9,23.07,40.61,16.27,36.12,42.8,34.13,4.73,29.9,29.9,41,117.5,34.34,49.4,64.11,35.34,68.05,NaN,NaN,68.37,16.86,NaN,17.2,NaN
2010-03-24,39.24,15.14,88.88,44.75,48.96,44.51,33.38,NaN,38.84,27.81,NaN,43.42,55.83,13.06,9.81,23.12,41.1,16.34,36.63,42.35,33.49,4.96,29.65,29.65,42.04,117.4,35.5,51.1,63.96,35.31,67.99,NaN,NaN,68.67,16.61,NaN,17.51,NaN
2010-03-25,39.96,15.34,90.69,45.3,49.79,44.62,33.99,NaN,39.22,29.12,NaN,44.89,56.26,13.09,9.9,23.62,41.27,16.57,37,42,33.6,5,29.76,29.76,41.73,118.7,35.66,52.55,64.64,35.67,69.61,NaN,NaN,66.65,16.8,NaN,17.48,NaN
2010-03-26,40.05,15.35,92.2,45.2,49.15,44.76,34.07,NaN,39.42,29.27,NaN,45.61,55.91,13,9.89,23.35,41.05,16.42,36.47,40.84,33.5,5.05,29.73,29.73,41.89,119.65,36.29,52.31,64.31,35.07,69.18,NaN,NaN,68.89,17.15,NaN,17.37,NaN
2010-03-29,40.6,15.28,93.12,45.58,49.5,44.2,34.1,18.11,38.71,29.61,NaN,45.41,55.58,13.09,9.96,23.61,41.46,16.83,36.95,41.44,33.42,5.22,29.79,29.79,42.38,120.4,36.72,52.84,64.9,35.64,70.27,NaN,NaN,68.81,17.21,NaN,17.29,NaN
2010-03-30,40.21,14.86,93.2,45.8,49.35,44.2,33.81,17.98,37.37,28.74,NaN,45.75,55.53,13.01,10.01,23.93,41.2,17.15,36.9,41.86,33.47,5.08,29.89,29.89,41.74,120,36.57,52.5,65.85,35.6,69.36,NaN,NaN,67.54,17.69,NaN,17.07,NaN
2010-03-31,39.57,14.93,92.95,45.99,49.22,44.26,34.22,18.2,37.41,28.8,NaN,45.04,54.85,12.81,10.07,23.89,41.78,18.15,36.56,41.47,34.19,5.13,30,30,43.25,120.3,36.31,52.75,65.57,35.83,70.35,NaN,NaN,67.9,17.68,NaN,17.19,NaN
2010-04-01,40.26,15.25,93.75,46.93,49.76,44.52,35.13,18.44,37.42,28.89,NaN,45.55,55.54,12.97,10.05,24.13,41.61,18.37,37.24,42.15,34.77,5.15,29.98,29.98,43.85,121.65,37.05,53.63,65.89,36.03,71.44,NaN,NaN,69.35,17.95,NaN,17.61,NaN
2010-04-06,40.38,15.19,95.41,47.1,49.01,44.12,35.45,18.73,38.07,28.89,NaN,45.83,55.75,13.12,10.09,24.13,41.26,18.31,37.61,41.9,35.22,5.27,30,30,44.83,122.7,37.99,54.6,66.17,36.12,72.06,NaN,NaN,70.9,17.88,NaN,17.82,NaN
2010-04-07,40.42,15,95.6,46.68,48.74,43.95,34.91,18.5,37.77,28.2,NaN,45.29,56.35,13.01,10.07,24.08,41.29,18.49,37.45,43.23,34.47,5.27,30.29,30.29,44.79,121.6,37.09,54.3,66.35,36.08,71.15,NaN,NaN,70.7,17.72,NaN,17.85,NaN
2010-04-08,39.77,14.51,94.3,46.64,49.02,43.84,34.54,18.24,37.26,27.51,NaN,44.96,55.83,12.92,10.01,24.17,41.62,18.33,37.78,42.44,34.01,5.21,30.44,30.44,44.09,121.4,35.68,54.34,66.31,36.17,70.66,NaN,NaN,69.1,18.05,NaN,17.49,NaN
2010-04-09,41.05,14.88,93.8,46.75,49.38,44.18,34.83,18.2,37.36,28.05,NaN,45.64,56,12.91,10.05,24.66,41.47,18.56,37.24,44.02,35.02,5.2,30.73,30.73,44.14,121.9,36.1,53.97,67.6,36.11,70.84,NaN,NaN,68.85,18.66,NaN,17.82,NaN
2010-04-12,41.3,14.82,94.53,46.93,49.15,43.9,35.19,18,37.71,28.22,NaN,45.86,55.72,12.81,10.1,24.9,41.09,18.55,37.55,42.67,34.75,5.08,30.37,30.37,44.19,122.45,36.37,53.69,67.95,36,70.95,NaN,NaN,68.15,18.5,NaN,17.77,NaN
2010-04-13,41.54,14.5,93.48,46.66,49.81,44.58,35.31,17.67,37.37,28.24,NaN,45.71,55.73,12.68,10.13,24.74,41.66,18.72,37.45,43.32,34.63,5.11,30.38,30.38,43.87,122,36.7,53.3,67.33,35.89,70.01,NaN,NaN,67.6,18.42,NaN,17.58,NaN
2010-04-14,41.82,14.75,94.33,46.68,49.59,44.62,35.41,18.33,38.54,29.19,NaN,46.91,56.65,12.88,10.14,24.85,41.46,18.63,37.47,44.61,35,5.23,30.32,30.32,44.02,122.8,37.35,54.72,67.74,36.26,69.69,NaN,NaN,69.6,18.41,NaN,17.69,NaN
2010-04-15,41.78,14.78,93.81,46.64,48.71,44.71,35.31,18.14,38.83,29.76,NaN,47.58,56.7,13.29,10.13,25.07,41.33,18.52,37.88,45.13,34.65,5.27,30.28,30.28,43.49,123.45,36.94,53.73,67.7,36.53,69.27,NaN,NaN,70.45,18.51,NaN,17.58,NaN
2010-04-16,41.1,14.57,92,46.09,48.52,44.01,35.29,18.26,37.47,29.95,NaN,43.77,55.11,13.1,10.01,24.8,41.5,18.27,37.2,45.63,34.34,5.13,30.23,30.23,42.63,121.1,36,52.95,67.14,36.03,67.51,NaN,NaN,70.75,18.44,NaN,17.36,NaN
2010-04-19,41.34,14.41,92.03,45.53,48.75,43.75,35.19,17.67,37,29.57,NaN,42.28,54.35,13.1,9.98,24.93,41.68,18.41,36.91,45.46,33.92,5.09,30,30,42.07,120.7,35.36,52.61,66.59,35.67,68.16,NaN,NaN,70,18.35,NaN,17.18,NaN
2010-04-20,41.99,14.63,92.75,46.19,49.32,44,36.7,18.13,37.44,31.34,NaN,44.04,54.83,13.37,10.05,25.01,41.96,18.36,37.02,46.93,33.77,5.21,30.64,30.64,43.15,121.85,36.98,53.46,67.4,36.18,69.85,NaN,NaN,72.57,18.45,NaN,18.1,NaN
2010-04-21,42.58,14.54,91.39,46.39,49.44,43.55,36.63,18.28,37.12,31.08,NaN,43.7,54.86,13.4,9.97,24.76,41.97,18.42,36.87,46.82,34.27,5.4,30.95,30.95,43.2,120.85,37.15,52.98,66.77,36.33,69.38,NaN,NaN,75.05,18.98,NaN,18.08,NaN
2010-04-22,44.01,14.35,89.5,46.4,49.02,43.59,36.52,18.2,36.19,31.7,NaN,42.62,55.07,13.21,9.94,24.73,41.88,17.77,36.5,45.67,33.97,5.35,31.63,31.63,42.2,119.55,36.37,51.8,66.15,36.58,68,NaN,NaN,76.35,18.34,NaN,17.35,NaN
2010-04-23,44.51,14.63,89.52,47.72,50.82,44.35,37.2,18.4,36.19,31.51,NaN,42.47,56.62,13.36,9.95,24.76,42.1,17.98,36.62,47.74,34.6,5.36,31.82,31.82,42.42,119,36.93,53.78,62.58,37.2,69.35,NaN,NaN,73.8,18.69,NaN,17.68,NaN
2010-04-26,44.73,14.65,89.35,48.62,51.47,44.57,37.75,18.65,36.9,32.73,NaN,43.77,57.9,13.52,9.94,24.73,41.94,18.04,36.97,48.96,34.7,5.55,31.56,31.56,42.38,119.7,37.44,54.33,62.04,37.43,71.84,NaN,NaN,73.53,19.08,NaN,17.67,NaN
2010-04-27,43.6,14.02,86.95,47.2,49.77,43.63,36.81,18.15,35.69,31.93,NaN,41.68,56.4,13.3,9.75,24.23,41.65,17.74,35.45,46.82,34.26,5.33,31.89,31.89,40.87,114.8,36.29,52.25,60.69,37,69.31,NaN,NaN,70.45,18.5,NaN,17.01,NaN
2010-04-28,43,13.92,84.65,46.37,49.36,43,36.55,17.93,34.77,32.75,NaN,41.27,55,13.05,9.69,24.29,41.25,17.75,34.5,47.3,33.4,5.26,31.42,31.42,41,112.45,35.36,51.53,61.02,35.66,68.44,NaN,NaN,69.05,18.42,NaN,16.47,NaN
2010-04-29,44.1,14.23,87.04,46.09,48.34,42.83,36.85,18.01,35.47,33.12,NaN,42.59,57.95,12.57,9.84,24.6,41.06,17.79,35.9,48.54,33.99,5.4,31.46,31.46,41.84,108.35,35.22,52,61.03,35.95,69.25,NaN,NaN,72.3,19.21,NaN,16.82,NaN
2010-04-30,43.93,13.98,86.3,44.12,47.48,42.5,37.09,18.27,34.96,32.21,NaN,40.78,57.87,12.26,9.88,24.32,40.76,17.76,35.46,46.45,33.96,5.32,30.9,30.9,41.33,106.4,35.2,52.72,61.59,35.85,69.74,NaN,NaN,71.8,19.17,NaN,16.75,NaN
2010-05-03,45.2,13.86,87.29,44.9,46.74,42.86,37.35,18.35,35.77,32.54,NaN,41.68,57.92,12.45,9.91,24.78,41.18,17.74,35.9,47.42,34.11,5.34,31.11,31.11,41.61,107.9,34.63,53.7,62.6,36.14,69.55,NaN,NaN,73.2,19.05,NaN,16.92,NaN
2010-05-04,43.15,13.58,84.5,43.15,45.06,42.91,35.89,18.33,34.41,31.61,NaN,40.14,56.12,12.01,8.97,24.63,41.02,17.14,35.38,45.22,33.74,4.96,30.98,30.98,39.9,105.95,32.74,51.53,61.63,35.57,67.31,NaN,NaN,70.1,18.48,NaN,16.12,NaN
2010-05-05,42.15,13.85,84.5,42.74,45.76,42.91,35.96,18.37,33.64,31.17,NaN,39.48,55.8,11.77,8.89,24.53,39.74,16.98,32.74,43.95,33.02,4.85,30.71,30.71,39.3,104.25,32.31,50.35,61.24,35.64,67.19,NaN,NaN,69,18.25,NaN,15.7,NaN
2010-05-06,42.07,13.97,78.8,42.5,45.63,42.7,36.34,18.18,33.18,30.36,NaN,37.27,55.05,11.6,8.82,23.67,40.04,16.82,31.8,43.01,32.38,4.75,30.87,30.87,40.41,104.2,30.14,51,59.91,35.55,67.09,NaN,NaN,69.1,17.75,NaN,15.3,NaN
2010-05-07,40.63,13.55,76.79,41.45,44.29,41.3,35.7,17.23,33.88,29.65,NaN,36.71,52.45,11.18,8.58,22.04,38.93,16.48,31.41,42.5,31.24,4.58,29.8,29.8,39.81,101.5,29.1,49,58.03,34.57,64.86,NaN,NaN,67.8,16.91,NaN,14.8,NaN
