Date,ABB,ADDT_B,ALFA,ASSA_B,AZN,ATCO_A,BOL,EPI_A,EQT,ERIC_B,ESSITY_B,EVO,SHB_A,HM_B,HEXA_B,INDU_C,INVE_B,LIFCO_B,NIBE_B,NDA_SE,SAAB_B,SAND,SCA_B,SEB_A,SKA_B,SKF_B,SWED_A,TEL2_B,TELIA,VOLV_B
2011-10-05,115.6,10.27,105.8,47,307.7,23.2,70.7,NaN,NaN,65.3,NaN,NaN,58.07,199.5,11.98,70.15,30.18,NaN,5.43,55.15,29.18,71.33,17.25,37.57,93.9,126,78.15,122.57,45.65,69.65
2011-10-06,119.9,10.75,109.8,47.53,310.5,24.17,75.6,NaN,NaN,69.2,NaN,NaN,58.73,202.9,12.44,72.25,30.88,NaN,5.61,56.1,30.15,74.19,17.72,38.25,96.35,130.9,80,124.02,45.24,72
2011-10-07,121,11.02,108.9,46.6,312.4,23.94,78.2,NaN,NaN,68.8,NaN,NaN,57.43,202.9,12.05,71.55,30.95,NaN,5.59,56.25,29.46,73.66,17.82,38.17,96.7,131.7,80.25,123.05,44.76,73.3
2011-10-10,125.2,11.48,113.3,47.87,313.6,24.53,81.9,NaN,NaN,70.5,NaN,NaN,60,210.1,12.34,74.7,31.83,NaN,5.62,58.95,30.12,77.04,18.15,40.16,100,137.9,84.3,126.72,46.07,73.7
2011-10-11,125.3,11.37,112.6,48.13,312.9,24.45,82,NaN,NaN,70.85,NaN,NaN,59.7,209.8,12.61,74.95,31.6,NaN,5.61,58.8,30.31,76.71,18.11,40.25,98.45,137.4,83.65,125.37,45.99,73.95
2011-10-12,129,11.5,115.5,49.23,313.7,25.44,85.2,NaN,NaN,70.2,NaN,NaN,59.5,209.5,13.21,77.55,31.65,NaN,5.71,59.85,30.63,80.52,18.37,40.07,99.4,140.1,84.85,123.63,46.34,75.8
2011-10-13,127.4,11.21,114.2,48.3,311.7,24.49,81.35,NaN,NaN,68.65,NaN,NaN,57.97,209.1,12.37,75.2,31.13,NaN,5.35,57.5,30.47,76.95,17.93,37.94,98.15,137.6,81.05,124.21,45.66,73.3
2011-10-14,128.7,11.23,115.1,48.5,313.2,24.98,85.35,NaN,NaN,71.35,NaN,NaN,59.6,209.6,12.96,78.05,31.75,NaN,5.46,58.15,30.56,79.8,18.27,38.81,100.5,141,83.05,126.23,46.98,76.55
2011-10-17,127.1,11.21,114.1,48.13,311.1,24.75,83.75,NaN,NaN,69.1,NaN,NaN,59.03,206.1,12.83,77.6,31.43,NaN,5.31,56,30.38,77.95,17.88,38.14,99.35,139.7,81.85,126.52,46.13,75.85
2011-10-18,126.8,11.33,116.4,48.67,309.9,25.13,84.05,NaN,NaN,68.5,NaN,NaN,59.4,208,12.84,78.1,31.75,NaN,5.1,56.25,30.59,79.42,18.04,38.27,99.75,141.6,82.7,126.04,46.1,76.45
2011-10-19,124.5,11.44,116.2,49.6,311,25,84.9,NaN,NaN,65.5,NaN,NaN,60.3,209.2,12.59,77.25,32.13,NaN,5.16,56.45,28.6,77.57,18.1,38.42,99.8,136.4,83.95,128.84,45.75,74.6
2011-10-20,121.9,11.44,114.7,49.33,311.2,24.05,82.2,NaN,NaN,68.1,NaN,NaN,59.3,210.9,11.89,76.25,31.83,NaN,5.15,55.35,28.99,75,18.11,37.89,99.65,131.7,81.15,131.44,44.94,73.25
2011-10-21,125.2,11.5,117.4,50.03,318.7,25.47,86.25,NaN,NaN,66.75,NaN,NaN,62.47,217.8,12.36,80.3,32.45,NaN,5.25,58,28.88,77.8,18.62,40.26,100.9,136.3,85.3,135.87,46.02,76.3
2011-10-24,128.8,11.9,121,51.7,319,26.4,90.95,NaN,NaN,67.05,NaN,NaN,63,217.4,13.16,82.85,32.55,NaN,5.47,58.4,29.57,81.99,18.27,40.51,104.2,141.2,86.85,132.98,45.72,79.25
2011-10-25,128.3,11.75,118.5,51.57,315.5,26.19,91.35,NaN,NaN,66.45,NaN,NaN,62.83,216.6,13.21,81.8,32.23,NaN,5.5,57.8,29.11,81.33,19.44,41.43,105,141.4,90.05,130.09,45.56,78.45
2011-10-26,128.7,11.75,119.2,51.77,316.9,26.61,92.8,NaN,NaN,66.7,NaN,NaN,62.8,217.4,13.59,81.9,32,NaN,5.59,58.35,29.15,82.42,19.54,41.31,105,142.2,93.3,131.82,45.81,81
2011-10-27,128.7,12.17,125.9,53.93,313.1,28.09,99.4,NaN,NaN,70.75,NaN,NaN,64.37,224,15.1,87,33.6,NaN,5.71,63.05,29.39,89.37,20.1,44.04,110.3,151.8,98.35,135.77,47.28,87.7
2011-10-28,128.1,12.08,127.2,54.33,312.9,28.14,100.1,NaN,NaN,70,NaN,NaN,64.4,224,14.87,85.5,33.5,NaN,5.85,62.45,29.96,89.13,20.25,43.38,109.9,151.2,95.2,134.23,46.68,86.6
2011-10-31,123.8,12.27,122.1,53.03,312.5,27.03,93.2,NaN,NaN,68.1,NaN,NaN,62.63,215.9,14.37,81.65,32.03,NaN,5.83,59.65,29.09,85.8,19.75,41.17,107,145.6,91.85,132.59,45.45,81.65
2011-11-01,118.9,11.42,117.5,52.37,311.2,25.66,86.45,NaN,NaN,66.6,NaN,NaN,59.1,206.7,13.14,75.55,30.65,NaN,5.62,55.75,28.23,80.23,19.24,38.64,101.7,138.7,85.45,127.01,44.02,76.85
2011-11-02,121,11.85,120,52.73,312.6,25.97,91.6,NaN,NaN,69.65,NaN,NaN,59.93,208.3,13.77,78.5,30.95,NaN,5.5,56.55,28.53,81.56,19.74,39.68,103.8,142,89.85,129.13,44.2,78.8
2011-11-03,124.1,12,123.2,53.57,313,26.7,94,NaN,NaN,70.5,NaN,NaN,60.57,211.7,14.41,78.85,31.45,NaN,5.71,56.9,28.62,84.13,19.93,40.02,103.1,146.4,90.55,129.99,44.44,81.65
2011-11-04,125.8,12.21,122.9,54.03,316.2,26.86,94.8,NaN,NaN,70.1,NaN,NaN,61.4,211.7,14.29,80.15,32.1,NaN,5.83,57.9,28.12,85.13,20.15,40.69,105.3,145.5,90.95,129.51,45.24,81.9
2011-11-07,122,12,121.9,53.3,312.8,26.1,91.95,NaN,NaN,70.3,NaN,NaN,60.4,209.3,13.96,79.15,31.7,NaN,5.82,56.2,28.23,82.37,19.41,39.27,104.9,142.8,89.5,128.55,44,79.65
2011-11-08,123.6,12.33,123.7,53.67,301.8,26.4,92.6,NaN,NaN,70,NaN,NaN,60.63,209,14.08,79.8,32,NaN,5.76,56,28.12,83.23,19.45,40.11,104.6,136.5,89.8,127.78,44.13,80.2
2011-11-09,121.2,12.08,120.4,52.73,301.1,25.68,90.7,NaN,NaN,67.95,NaN,NaN,59.5,204.1,13.86,79.25,31.08,NaN,5.85,53.75,28.14,80.33,18.92,38.56,102.3,134.8,86.95,126.81,43.33,77.55
2011-11-10,120.9,12.17,120.9,52.5,302.8,25.7,90.95,NaN,NaN,66.5,NaN,NaN,59.13,203.6,13.51,77.35,30.83,NaN,5.68,53.95,27.86,79.38,20.3,38.89,102.6,134.8,88.2,127.01,43.77,76.8
2011-11-11,124.2,12.25,124.8,53.2,308.5,27.06,94.95,NaN,NaN,68.65,NaN,NaN,61.13,206.1,14.26,81.8,31.88,NaN,5.8,55.8,28.32,82.99,21.08,40.32,105.3,137.8,91.05,129.03,45.45,79.8
2011-11-14,123.2,12.23,123.5,53.23,308.7,26.61,95.2,NaN,NaN,68.45,NaN,NaN,60.17,202.8,14.06,80.9,31.35,NaN,5.95,54.7,28.37,82.09,20.67,39.34,103.7,135.8,89.8,127.1,45.08,78.5
2011-11-15,124.1,11.87,123.3,52.43,310.6,26.46,93.2,NaN,NaN,68.4,NaN,NaN,60.57,203.8,13.71,80.05,31.25,NaN,6.23,54.2,27.61,80.42,20.59,39.27,102.4,133.9,90.75,123.63,45.11,77.15
2011-11-16,125,11.69,124.7,52.7,309.9,26.44,93.45,NaN,NaN,68.7,NaN,NaN,60.23,207.3,13.74,79.95,30.93,NaN,6.31,54.2,27.63,79.52,20.67,38.98,103.3,132.9,91.05,123.15,45.21,77.15
2011-11-17,122.9,11.83,123.3,52.33,306.8,25.93,90.55,NaN,NaN,69.45,NaN,NaN,59.23,206,13.46,78.85,30.6,NaN,6,53.15,27.56,76.85,20.35,38.08,101.1,129.2,87.85,121.9,44.68,76
2011-11-18,121.4,11.5,123.6,51.5,306.3,25.61,91,NaN,NaN,67.85,NaN,NaN,59.67,207.1,13.34,78.05,30.35,NaN,5.98,52.85,27.38,75.66,20.16,37.79,100.1,130.1,87.35,125.08,44.78,74.6
2011-11-21,116.8,11.6,117.5,50.53,299.7,24.43,84.85,NaN,NaN,65.8,NaN,NaN,58.07,201.9,12.49,75.55,29.48,NaN,5.71,50.85,26.13,71.95,19.58,35.96,96.1,123.4,83.6,123.73,43.51,70.1
2011-11-22,116.4,11.37,117.2,50.8,297.3,24.38,83.85,NaN,NaN,66.4,NaN,NaN,57.8,203.3,12.35,75.3,29.53,NaN,5.68,50.1,25.85,71.52,19.72,35.34,95.45,122.8,81.15,125.85,43.29,69.55
2011-11-23,115.5,11,114.4,49,296.3,23.96,81.55,NaN,NaN,65.95,NaN,NaN,56.43,198.4,12.36,73.1,28.95,NaN,5.59,49.13,24.91,69.48,19.46,34.74,92.75,120,78.35,123.63,42.43,67.2
2011-11-24,117.4,11,115.6,49.33,293.7,24.32,83.15,NaN,NaN,65.5,NaN,NaN,54.7,195.3,12.66,73.05,29.13,NaN,5.56,48.68,24.31,70.9,19.54,35.01,92.65,123.6,77.65,122.67,41.97,68
2011-11-25,117.7,11.02,116.8,49.57,297.9,24.2,84.3,NaN,NaN,64.95,NaN,NaN,54.7,195.9,12.65,74.25,29.25,NaN,5.59,48.03,24.82,71.29,19.55,35.19,93.7,122,79,123.05,42.38,68.7
2011-11-28,122.5,11.62,122,51.6,304.8,25.53,89,NaN,NaN,67.75,NaN,NaN,56.83,204,13.41,78,30.35,NaN,5.79,50.75,25.65,75.14,20.1,36.93,98.3,129,82.5,125.08,43.93,72
2011-11-29,123,11.85,122.2,52.4,304.7,25.57,88.55,NaN,NaN,68.35,NaN,NaN,56.27,206.4,13.74,77.6,30.5,NaN,5.94,50.65,25.07,75.52,20.11,36.44,98,134.7,83.65,125.46,44.17,72.7
2011-11-30,127.9,12.17,129.8,55.2,312.3,27.37,97.25,NaN,NaN,72.35,NaN,NaN,59.27,214,14.66,82.05,31.4,NaN,6.2,53.65,27.82,82.09,20.76,39.21,104.8,144,89.95,129.41,46,77.3
2011-12-01,127,11.92,129.3,54.33,308.7,27.41,98.05,NaN,NaN,70.6,NaN,NaN,59.13,210.6,14.69,81.65,31.28,NaN,6.13,52.4,26.08,80.76,20.54,38.39,102.2,142.4,89,127.97,45.19,76.55
2011-12-02,126.9,12.08,130.5,54.57,308,27.71,99.6,NaN,NaN,69.8,NaN,NaN,59.33,212.9,14.66,82.5,31.9,NaN,6.08,53.45,27.22,81.85,20.59,40,104,142.5,89.5,127.01,45.13,77.95
2011-12-05,127.8,12.33,131.1,55.27,307,28.11,101.8,NaN,NaN,70.35,NaN,NaN,60.6,215.3,15.01,83.8,32.23,NaN,6.16,55.5,27.79,83.56,20.76,41.77,105.7,143.7,92.7,128.07,45.47,78.5
2011-12-06,127,12.04,130.1,54.83,309.5,27.42,102.2,NaN,NaN,70.15,NaN,NaN,60.3,211,14.59,82.65,31.98,NaN,6.07,54.7,28.6,81.66,20.62,40.9,105.6,140.5,91.35,126.81,45.41,76.5
2011-12-07,127.2,12.1,130.8,55.67,307.7,27.86,101.5,NaN,NaN,70.35,NaN,NaN,61.47,211.1,14.49,81.6,31.9,NaN,6.03,53.8,28.51,82.14,20.41,41.38,105.7,141.7,90.9,127.87,45.42,75.7
2011-12-08,125,12.12,127.3,54.83,311.3,26.76,98.25,NaN,NaN,69.7,NaN,NaN,60.47,208.5,13.86,78.9,31.1,NaN,5.91,51.7,27.79,77.66,20.06,39.65,102.7,136.1,88.65,126.43,45.11,72.8
2011-12-09,126.7,11.75,130.7,55.13,312.3,27.5,101.7,NaN,NaN,67.55,NaN,NaN,60.9,209.9,13.89,79.15,31.35,NaN,5.7,52.8,28.05,79.14,20.22,40.51,104.6,140.8,89.05,126.91,45.3,73.6
2011-12-12,124.8,11.79,126.7,53.97,312,26.57,98.45,NaN,NaN,66.5,NaN,NaN,59.73,208.1,13.59,77.5,30.68,NaN,5.71,50.75,27.75,76.23,19.96,38.6,104.2,136.8,85.15,126.43,44.67,71.6
2011-12-13,126.7,12.46,129.5,54.53,318.2,27.08,101.6,NaN,NaN,66.8,NaN,NaN,59.83,209.9,13.7,79,31.23,NaN,5.83,51.5,28.07,77.76,20.41,39.32,105.6,138.2,86.1,126.72,45.63,73.5
2011-12-14,123.6,12.4,123.7,53.23,315,26.17,97.15,NaN,NaN,66.55,NaN,NaN,59.03,210,12.92,76.5,30.55,NaN,5.68,50.45,27.93,75.66,20.29,38.48,103.2,133.8,84.8,119.1,45.29,71.35
2011-12-15,124.1,12.37,124.1,53.97,316,26.25,95.45,NaN,NaN,67.8,NaN,NaN,59.33,212.5,13.06,77.5,30.98,NaN,5.74,50.6,28.3,76.19,20.54,38.94,104.6,134.6,85.55,121.9,45.65,71.7
2011-12-16,123.2,12.25,124.1,53.6,314,26.65,94.9,NaN,NaN,65.3,NaN,NaN,59.07,210.1,13.26,77.1,30.98,NaN,5.86,49.9,28.58,75.28,20.3,38.49,104,136,85.55,121.99,45.23,70.25
2011-12-19,123.4,12.27,122.9,53.57,314.1,26.38,93.55,NaN,NaN,65.6,NaN,NaN,58.73,209.9,13.1,76.95,30.75,NaN,5.74,49.88,28.23,74.52,20.39,38.09,105.5,134.7,85.5,121.32,44.7,69.95
2011-12-20,125.5,12.58,126.8,55.63,312,27.06,98.75,NaN,NaN,67.95,NaN,NaN,60.57,214.4,13.74,80,31.58,NaN,5.79,52.4,29.36,76.38,20.72,39.47,108.2,140,88.1,124.11,45.39,71.2
2011-12-21,125.5,12.71,126,55.67,311.4,27.14,100,NaN,NaN,67.3,NaN,NaN,60.6,214.7,13.91,81.5,31.68,NaN,5.76,52.7,29.66,76.71,20.66,39.46,108.4,140,87,124.02,45,72.35
2011-12-22,126.2,12.79,126.9,55.9,314.3,27.31,101.3,NaN,NaN,67.65,NaN,NaN,61.3,216.7,14.05,82.05,32.1,NaN,5.86,53.55,29.87,77.85,20.95,40.32,109.9,140.9,88.9,124.4,45.54,73.8
2011-12-23,128.2,12.92,127.5,56.5,316.9,27.59,102.1,NaN,NaN,68.6,NaN,NaN,61.47,219.1,14.14,82.95,32.42,NaN,5.94,54,30.47,78.85,21.26,41,110.7,141.8,89.4,126.04,46.48,74.9
2011-12-27,127.8,13.08,126.6,56.5,316.6,27.5,101.3,NaN,NaN,68.45,NaN,NaN,60.83,218.1,14.11,82.25,32.13,NaN,6.07,53.1,30.79,78.85,21.2,40.54,110.5,142.1,88.65,125.85,45.89,75.35
2011-12-28,128,12.96,126.9,56.03,316.6,27.37,99.85,NaN,NaN,68.25,NaN,NaN,60.33,218,13.97,81.75,31.9,NaN,5.92,52.4,31.65,78.04,21.16,39.84,110.4,141.7,87.35,125.66,45.46,73.65
2011-12-29,128.6,13.08,129.5,56.6,316.8,27.71,100.2,NaN,NaN,69.2,NaN,NaN,60.63,218.9,14.15,82.5,32.08,NaN,6,52.85,31.49,78.99,21.14,40.02,111.7,143.2,88.15,127.87,46.05,74.1
2011-12-30,129.5,13.08,130.4,57.53,316,28.03,100.5,NaN,NaN,70.4,NaN,NaN,60.33,221.3,14.7,82.1,32.1,NaN,6.07,53.25,32.87,80.37,21.14,40.09,114,145.6,89.15,129.03,46.77,75.3
2012-01-02,133.9,13.08,130.7,58,315.8,28.14,104,NaN,NaN,70.5,NaN,NaN,61.37,223,15.03,85.45,32.55,NaN,6.1,54.1,32.55,81.61,21.41,41.21,114.6,146.5,91.7,128.64,46.89,77.8
2012-01-03,135.7,13,133,58.93,324.4,29.24,111,NaN,NaN,71.9,NaN,NaN,62.67,222.3,15.69,87.6,33.25,NaN,6.08,55.5,33.43,85.04,21.7,42.35,116,152.9,94.1,128.35,47,80.1
2012-01-04,134.7,13.04,132.3,57.23,324.7,29.15,109.3,NaN,NaN,68.65,NaN,NaN,62.33,219.1,15.61,87.15,32.98,NaN,5.98,54.9,33.06,84.18,21.7,41.41,116.4,150.8,94,128.45,45.96,80.1
2012-01-05,134.9,13,132.3,58,321.4,29.02,109.4,NaN,NaN,68,NaN,NaN,61.9,217.2,15.46,86.5,33,NaN,6.01,53.9,33.59,84.75,21.63,41,115,148.1,94.25,128.07,46.11,81.2
2012-01-09,134.4,13,132,57.73,321.6,29.39,110.2,NaN,NaN,67.55,NaN,NaN,61.43,217.5,15.64,86,32.42,NaN,5.98,53.15,33.31,84.23,21.7,39.87,116.6,148.2,92.9,127.68,45.35,79.6
2012-01-10,135.9,13.21,135.3,59.17,323.1,29.87,113,NaN,NaN,67.9,NaN,NaN,62.77,221.1,16.16,88,33.17,NaN,6.07,54,32.55,87.56,21.8,40.49,118.5,150.1,95.4,128.55,45.56,81.4
2012-01-11,137,13.25,135.4,59.53,323.7,29.38,112.4,NaN,NaN,68.3,NaN,NaN,63.7,219.3,16.14,88.35,33.23,NaN,6.08,53.3,32.96,87.51,21.82,39.91,118.3,148.4,96.15,128.64,45.2,81.65
2012-01-12,139.5,13.67,136.9,59.67,325.6,29.19,114,NaN,NaN,67.7,NaN,NaN,64.67,219.1,16.16,90,33.48,NaN,6.07,54,33.17,88.85,21.74,41.14,118.9,150.5,96.9,127.97,45.39,83
2012-01-13,139.2,13.87,137.8,59.87,325,29.17,111.4,NaN,NaN,66.9,NaN,NaN,64.3,218.7,16.04,91.1,33.7,NaN,6.07,53.7,33.24,89.18,21.53,40.39,118.9,153.8,94.35,127.1,44.88,82.4
2012-01-16,140.8,13.87,137,60.37,328.2,29.22,114.8,NaN,NaN,67.45,NaN,NaN,64.83,219.9,16.47,92.3,33.88,NaN,6.11,54.85,33.08,88.51,21.55,40.4,118.8,151.5,96.1,127.1,45.47,83.45
2012-01-17,142,14,139.2,60.8,328.9,29.49,116.5,NaN,NaN,66.6,NaN,NaN,65.33,222.6,16.63,93.45,34.13,NaN,6.25,55.35,33.22,91.32,23.67,40.99,119.9,155.6,96.7,128.64,45.51,84.4
2012-01-18,143.1,14.04,140.3,61.6,328.6,29.96,115.7,NaN,NaN,66.95,NaN,NaN,65.43,224.4,16.89,95,34,NaN,5.94,55.1,33.19,92.75,23.58,40.79,120.3,155.9,96.35,125.27,45.28,85.2
2012-01-19,144.5,13.75,140.2,62.57,321.1,30.66,117.6,NaN,NaN,68.35,NaN,NaN,66.9,223.6,17.01,95.65,34.05,NaN,6.05,56.25,33.01,93.27,23.38,42.09,120.3,157,98.9,122.48,45.23,86.9
2012-01-20,143.2,13.83,137.8,60.2,319.9,30.3,117.6,NaN,NaN,69.05,NaN,NaN,66.13,224,17.11,96.2,34.08,NaN,6.08,56.1,33.01,92.46,23.4,42.57,117.1,156.3,98.3,120.16,45.14,86.3
2012-01-23,144.7,14.29,138.2,60.57,322,30.42,118.1,NaN,NaN,68.9,NaN,NaN,66.63,226.1,16.69,97,34.2,NaN,6.11,56.95,33.19,93.6,23.44,42.97,117.2,157.7,99.9,122.96,45.48,87.65
2012-01-24,140.9,14.12,136.4,60.53,321.1,30.21,116,NaN,NaN,68.5,NaN,NaN,66.03,224.7,16.34,94.75,34.28,NaN,6.05,57.5,33.15,92.08,23.21,42.29,116,155.5,98.15,123.44,44.85,86.45
2012-01-25,141.7,14.04,138.6,60.63,321.6,30.53,116.5,NaN,NaN,58.85,NaN,NaN,66.67,224.2,16.7,95,34.28,NaN,6.05,57.3,33.36,93.27,23.38,42.75,117.1,157.9,97.95,123.92,44.76,87.1
2012-01-26,144.2,14.25,140.7,61.27,323,31.8,119.5,NaN,NaN,60.7,NaN,NaN,67.57,224.1,17.16,98,35.28,NaN,6.1,59.25,33.98,95.65,23.77,43.42,119.5,158.3,98.5,125.66,45.37,91.15
2012-01-27,143.4,14.33,141.1,61.07,322.4,31.53,118.2,NaN,NaN,61.05,NaN,NaN,67.93,221.4,17.31,97.85,35.15,NaN,6.17,58.6,34.16,95.75,23.64,43.44,119,161.4,98.45,125.75,45.05,90.5
2012-01-30,140.3,14.08,137.8,60.17,323.8,31.21,115.3,NaN,NaN,61.7,NaN,NaN,67.43,220.7,16.7,95.35,34.58,NaN,6.04,56.65,33.47,93.65,23.54,42.41,118.6,158.1,96.35,124.02,44.66,88.15
2012-01-31,141.8,14.17,139.3,61.53,326.8,30.63,116.3,NaN,NaN,63.25,NaN,NaN,68,222.7,16.74,96.6,34.42,NaN,6.19,56.95,33.61,95.65,23.54,42.77,118.8,160.5,97.7,125.08,45.25,87.95
2012-02-01,146.1,14.25,143.3,62.87,329.5,31.7,120.7,NaN,NaN,64.2,NaN,NaN,70.53,229.8,17.79,99.5,35.35,NaN,6.19,59.4,34.49,95.08,24.1,44.71,122,165.7,101.7,127.39,46.17,90.2
2012-02-02,146.2,14.17,144.3,62.63,317.1,31.91,121.5,NaN,NaN,62.25,NaN,NaN,70,230.6,17.7,101.5,35.45,NaN,6.26,59.9,33.84,97.08,24,45.02,124.9,164,102.5,129.13,46,90.75
2012-02-03,146.7,14.17,146.4,62.57,318.6,32.06,123.3,NaN,NaN,63.85,NaN,NaN,70.7,232.4,18.43,101.9,35.78,NaN,6.32,60.8,34.35,99.27,24.02,45.72,125.2,166,103.4,127.58,45.94,94.7
2012-02-06,146.1,14.08,146,62.33,317.8,31.99,122,NaN,NaN,63.35,NaN,NaN,70.37,231.6,17.91,102.4,35.73,NaN,6.25,59.85,34.58,98.89,23.71,45.22,124.9,166,103.2,129.41,45.6,95.55
2012-02-07,143.6,13.92,135.6,61.17,317.3,31.63,121.5,NaN,NaN,63.95,NaN,NaN,71.03,231.9,17.87,101.5,35.38,NaN,6.13,60.4,34.51,98.41,23.54,47.45,123.7,166,105.1,125.56,46.56,94.6
2012-02-08,143.4,13.79,132.6,61.3,316.9,31.69,123.1,NaN,NaN,62.7,NaN,NaN,70.8,231.2,17.74,100.5,35.65,NaN,6.14,61.5,34.6,97.74,23.5,47.83,121.4,165.7,107.1,124.21,46.65,95.15
2012-02-09,144.4,13.87,131.8,61.53,314,31.72,123,NaN,NaN,62.55,NaN,NaN,71.63,232.1,18.7,100.6,35.83,NaN,6.16,62.4,34.46,97.65,23.77,48.67,120.5,165.1,108,123.92,46.86,94.85
2012-02-10,143.6,14.12,131.4,65,314,31.14,115.4,NaN,NaN,63.7,NaN,NaN,70.33,230,18.3,99.2,35.65,NaN,6.17,60.75,31.49,97.17,23.54,47.94,119.5,163.1,104.1,122.19,46.09,93.7
2012-02-13,143.8,14.58,131.3,65,316.3,31.33,118.3,NaN,NaN,64.2,NaN,NaN,71.3,231.2,18.51,100,35.88,NaN,6.2,61.7,31.58,97.55,23.64,48.53,119.6,166.1,105.6,123.83,46.55,94.3
2012-02-14,143.1,15.08,131.1,65.13,316.9,31.23,116.8,NaN,NaN,64.1,NaN,NaN,70.9,232.8,18.63,99.75,35.53,NaN,6.28,60.95,31.81,96.41,23.69,48.03,119,164.3,106.5,122.09,46.46,93.2
2012-02-15,145,15.04,134.2,66.07,305.1,31.8,116.1,NaN,NaN,63.85,NaN,NaN,72.7,233.2,19.01,100.4,36,NaN,6.25,61.75,30.93,98.41,23.89,49.11,119.5,166.8,110.5,123.54,46.88,95.1
2012-02-16,140.4,15.17,134.9,66.2,304.9,32.1,116.3,NaN,NaN,64.7,NaN,NaN,72.6,234.1,19.06,100.8,36.1,NaN,6.32,62.65,30.96,98.98,23.48,49.48,119.7,168,112.8,122.86,46.88,95.8
2012-02-17,141,15.04,134.6,66.5,303.6,32.22,117.3,NaN,NaN,66.2,NaN,NaN,73.37,236.5,19.3,101,36.42,NaN,6.26,63.75,30.93,99.84,23.27,49.87,120.6,169.9,112.4,125.37,47.68,97.8
2012-02-20,140.4,16,136,67.83,301,33.03,119.6,NaN,NaN,66.95,NaN,NaN,73.1,238.5,19.94,101.6,36.65,NaN,6.31,64.85,31.62,101.46,23.4,50.6,121.5,174.2,113.1,127.49,48.21,99.95
2012-02-21,139,15.83,134.4,67.03,299,32.69,119.5,NaN,NaN,66.65,NaN,NaN,73.07,239,19.6,101.3,36.33,NaN,6.29,64.5,31.44,99.65,23.62,50.25,121,172.5,113.5,128.55,47.97,99.2
2012-02-22,138.4,15.75,134.1,66.97,297.1,32.46,116.5,NaN,NaN,64.75,NaN,NaN,72.9,240.5,19.27,100,36.33,NaN,6.31,63.85,31.16,97.84,23.73,49,121.3,170.3,111.2,127.39,47.5,96.65
2012-02-23,137.8,15.62,134.3,65.83,301.2,32.67,116.1,NaN,NaN,66.55,NaN,NaN,72.9,240.7,19.14,99.55,36.38,NaN,6.29,63.15,30.79,97.84,23.69,48.5,120.3,168.8,111.5,127.68,47.77,94.15
2012-02-24,137.9,15.71,135.3,65.83,298.4,32.75,117.2,NaN,NaN,67.7,NaN,NaN,72.97,239.7,19.11,100.2,36.92,NaN,6.29,63.2,30.63,98.79,23.73,48.94,120.4,170.5,112.1,128.45,48.1,94.6
2012-02-27,137.1,15.42,133.4,66.13,296.3,32.58,115.6,NaN,NaN,66.55,NaN,NaN,72.47,238.1,19.01,99.05,36.5,NaN,6.29,63.3,30.86,97.27,23.98,48.56,120,167.4,111.3,129.03,47.97,93
2012-02-28,137.4,15.33,134.4,66.4,295.2,32.77,117.2,NaN,NaN,66.6,NaN,NaN,73.5,238.2,19.06,99.05,36.75,NaN,6.28,63.95,30.86,98.6,24.43,49.27,120.6,168.6,112.1,129.32,48.27,95.5
2012-02-29,135.8,15.42,135.9,67,295.2,32.69,115.9,NaN,NaN,66.45,NaN,NaN,74.07,237.8,19,99.75,36.83,NaN,6.26,63.8,30.84,96.22,24.49,49.51,120.7,167.3,113.2,129.8,48.28,96.55
2012-03-01,136.6,15.58,135.4,67.43,297.6,32.58,113.9,NaN,NaN,65.4,NaN,NaN,74.67,239.4,18.87,100,37.23,NaN,6.44,64.55,31.05,95.46,24.81,49.76,120,167.9,114.1,129.61,48.55,97.15
2012-03-02,137.5,15.33,134.7,66.17,299.1,32.29,114.4,NaN,NaN,66.1,NaN,NaN,75.03,239.5,18.83,99.85,37.05,NaN,6.41,64.9,30.61,95.65,24.81,50.05,119,166.9,114.5,129.22,48.52,96.5
2012-03-05,136.7,15.08,133.4,65.3,302.4,31.91,110.9,NaN,NaN,65.35,NaN,NaN,75.1,238.9,18.59,97.5,36.78,NaN,6.4,64,30.38,93.37,24.78,49.71,118.6,163.9,114.2,129.03,48.6,95.65
2012-03-06,132.8,15.08,129.7,62.97,299.8,30.61,105,NaN,NaN,62.7,NaN,NaN,72.7,232.8,17.44,93,35.5,NaN,6.29,61.45,29.5,88.51,24.14,47.37,113.9,156.5,110.1,123.25,47.05,90.9
2012-03-07,135,15.17,130.5,64.57,302.7,30.95,105.9,NaN,NaN,64,NaN,NaN,72.5,232.2,17.74,93.75,35.63,NaN,6.19,61.75,29.46,89.04,24.02,47.15,114.9,157.7,109.1,122.96,46.97,91.8
2012-03-08,136.3,14.75,134.4,66.57,301.4,32.12,108.9,NaN,NaN,64.9,NaN,NaN,74.17,237.1,18.44,96.45,36.33,NaN,6.44,63.7,30.15,93.46,24.72,49.11,116.5,167,112.1,122.86,47.21,96.15
2012-03-09,137.1,15,134.2,66.57,305.3,31.84,109.7,NaN,NaN,66.15,NaN,NaN,73.67,235.9,18.7,96.8,36.38,NaN,6.4,63.3,29.78,92.6,24.64,49.17,117.1,166.8,110.5,121.8,46.97,97.2
