Date,AC,AI,AIR,MT,CS,BNP,EN,BVI,CAP,CA,ACA,BN,DSY,EDEN,ENGI,EL,ERF,RMS,KER,OR,LR,MC,ML,ORA,RI,PUB,RNO,SAF,SGO,SAN,SU,GLE,STLAP,STMPA,TEP,HO,TTE,URW,VIE,DG
1995-12-08,12.29,9.74,NaN,NaN,10.41,16.22,6.73,NaN,21.56,20.72,NaN,14.63,NaN,NaN,NaN,NaN,NaN,14.38,29.36,17.5,NaN,26.86,NaN,NaN,14.52,4.74,21.95,7.93,NaN,11.56,13.71,19.24,NaN,4.52,2.67,17.38,12.04,25.36,NaN,4.26
1995-12-11,12.33,9.66,NaN,NaN,10.39,15.98,6.59,NaN,21.52,20.69,NaN,14.74,NaN,NaN,NaN,NaN,NaN,14.58,29.33,17.67,NaN,26.8,NaN,NaN,14.34,4.7,21.79,7.87,NaN,11.6,13.43,19.05,NaN,4.52,2.8,17.32,11.94,24.91,NaN,4.26
1995-12-12,12.35,9.62,NaN,NaN,10.38,15.93,6.51,NaN,21.87,20.79,NaN,14.72,NaN,NaN,NaN,NaN,NaN,14.58,29.06,17.73,NaN,27.11,NaN,NaN,14.4,4.63,21.34,7.91,NaN,11.64,13.33,19.14,NaN,4.22,2.86,16.94,12.03,25.46,NaN,4.2
1995-12-13,12.37,9.68,NaN,NaN,10.49,15.67,6.35,NaN,21.18,20.94,NaN,13.99,NaN,NaN,NaN,NaN,NaN,14.58,28.51,17.75,NaN,26.99,NaN,NaN,14.07,4.51,21.57,7.87,NaN,11.75,12.88,19.14,NaN,4.09,2.78,17.04,11.96,25.56,NaN,4.04
1995-12-14,12.81,9.94,NaN,NaN,10.76,16.51,6.41,NaN,21.32,21.09,NaN,14.2,NaN,NaN,NaN,NaN,NaN,14.46,29.42,18.2,NaN,27.44,NaN,NaN,14.53,4.51,22.21,7.87,NaN,11.94,13.39,19.3,NaN,4.17,2.86,17.23,12.21,25.92,NaN,4.09
1995-12-15,12.93,9.78,NaN,NaN,10.75,16.26,6.42,NaN,21.35,21.35,NaN,13.91,NaN,NaN,NaN,NaN,NaN,14.66,29.15,17.98,NaN,27.16,NaN,NaN,14.36,4.27,21.54,7.83,NaN,11.75,13.26,19.14,NaN,3.86,2.78,17.2,12.04,26.63,NaN,4.14
1995-12-18,12.39,9.55,NaN,NaN,10.61,15.85,6.33,NaN,20.3,21.15,NaN,13.81,NaN,NaN,NaN,NaN,NaN,14.71,28.78,17.64,NaN,27.02,NaN,NaN,14.07,4.42,20.89,7.78,NaN,11.56,12.95,18.29,NaN,3.76,2.65,16.39,11.75,25.66,NaN,4.14
1995-12-19,12.29,9.57,NaN,NaN,10.52,15.56,6.15,NaN,20.11,21.27,NaN,13.77,NaN,NaN,NaN,NaN,NaN,14.91,28.78,17.38,NaN,26.83,NaN,NaN,13.81,4.45,20.93,7.81,NaN,11.49,12.65,18.48,NaN,3.81,2.67,15.64,11.8,25.66,NaN,4.14
1995-12-20,12.35,9.76,NaN,NaN,10.82,15.6,6.14,NaN,19.08,21.46,NaN,13.86,NaN,NaN,NaN,NaN,NaN,14.82,28.66,17.74,NaN,27.19,NaN,NaN,13.86,4.27,20.92,7.81,NaN,11.56,12.83,19.01,NaN,4.09,2.8,16.59,11.81,26.12,NaN,3.94
1995-12-21,12.37,9.87,NaN,NaN,10.85,15.37,6.19,NaN,19.36,21.42,NaN,13.82,NaN,NaN,NaN,NaN,NaN,15.24,28.93,17.85,NaN,27.55,NaN,NaN,13.87,4.09,21.02,7.78,NaN,11.73,12.73,18.98,NaN,4.57,2.68,16.3,12.16,25.76,NaN,3.75
1995-12-22,12.65,9.96,NaN,NaN,10.94,15.85,6.27,NaN,20.11,21.97,NaN,13.99,NaN,NaN,NaN,NaN,NaN,15.07,29.58,18.17,NaN,28.08,NaN,NaN,14.07,4.15,22.15,7.78,NaN,11.69,12.95,19.3,NaN,4.5,2.8,17.21,12.29,25.92,NaN,3.92
1995-12-26,12.57,9.84,NaN,NaN,10.9,15.77,6.28,NaN,20.41,21.97,NaN,13.88,NaN,NaN,NaN,NaN,NaN,15.22,29.48,18.21,NaN,28.02,NaN,NaN,13.85,4.07,22.18,7.89,NaN,11.69,12.8,19.14,NaN,4.9,2.8,16.75,12.33,25.66,NaN,4
1995-12-27,12.63,9.83,NaN,NaN,10.87,16.01,6.31,NaN,20.41,22.15,NaN,14.06,NaN,NaN,NaN,NaN,NaN,15.12,29.7,18.2,NaN,28.21,NaN,NaN,14.18,4.31,21.98,7.87,NaN,11.69,12.73,19.14,NaN,4.73,2.67,16.97,12.44,25.92,NaN,4.05
1995-12-28,12.61,9.93,NaN,NaN,10.99,15.94,6.28,NaN,20.48,21.94,NaN,14.4,NaN,NaN,NaN,NaN,NaN,15.22,29.73,18,NaN,28.33,NaN,NaN,14.41,4.33,22.04,7.88,NaN,11.94,12.56,19.14,NaN,4.69,2.71,16.71,12.65,26.17,NaN,4.03
1995-12-29,12.59,9.77,NaN,NaN,10.92,15.79,6.32,NaN,20.41,21.98,NaN,14.53,NaN,NaN,NaN,NaN,NaN,15.24,29.79,18.17,NaN,28.27,NaN,NaN,14.14,4.41,21.5,7.99,NaN,11.9,12.61,19.05,NaN,4.76,2.61,16.63,12.6,25.71,NaN,4.01
1996-01-02,12.73,10,NaN,NaN,11.12,16.11,6.66,NaN,20.33,22.32,NaN,14.71,NaN,NaN,NaN,NaN,NaN,15.41,30.37,18.5,NaN,28.77,NaN,NaN,14.45,4.68,22.43,7.98,NaN,11.85,12.69,19.33,NaN,5.06,2.71,17.07,12.9,25.61,NaN,4.07
1996-01-03,13.05,10.19,NaN,NaN,11.19,16.05,6.95,NaN,20.32,22.76,NaN,14.72,NaN,NaN,NaN,NaN,NaN,16.05,31.07,18.82,NaN,29.18,NaN,NaN,14.84,4.6,22.78,7.97,NaN,11.85,13.41,19.49,NaN,4.88,2.71,17.32,13.08,26.12,NaN,4.17
1996-01-04,13.01,10.08,NaN,NaN,11.14,15.6,6.79,NaN,19.93,23.15,NaN,14.4,NaN,NaN,NaN,NaN,NaN,16.46,31.4,18.5,NaN,28.91,NaN,NaN,14.82,4.65,23.1,8.13,NaN,11.74,13.74,19.46,NaN,4.57,2.76,18.05,13.06,25.76,NaN,4.22
1996-01-05,12.95,10.06,NaN,NaN,10.99,15.64,6.61,NaN,19.58,22.83,NaN,14.4,NaN,NaN,NaN,NaN,NaN,16.46,31.44,18.81,NaN,28.66,NaN,NaN,14.53,4.57,22.75,8.33,NaN,11.71,13.65,19.33,NaN,4.52,2.63,17.49,12.94,25.28,NaN,4.11
1996-01-08,13.01,9.94,NaN,NaN,10.94,15.71,6.7,NaN,19.27,22.93,NaN,14.33,NaN,NaN,NaN,NaN,NaN,16.83,32.32,18.65,NaN,28.66,NaN,NaN,14.74,4.63,23.2,8.42,NaN,11.76,13.26,19.14,NaN,4.49,2.65,17.84,12.96,25.71,NaN,4.08
1996-01-09,12.99,10.22,NaN,NaN,10.81,15.15,6.75,NaN,19.53,23,NaN,14.35,NaN,NaN,NaN,NaN,NaN,17.13,32.53,18.65,NaN,28.93,NaN,NaN,14.84,4.6,23.19,8.36,NaN,11.87,13.26,18.79,NaN,4.32,2.63,18.54,13.22,24.91,NaN,4.16
1996-01-10,12.93,10.22,NaN,NaN,10.87,14.65,6.65,NaN,18.26,23.08,NaN,14.13,NaN,NaN,NaN,NaN,NaN,17.21,32.62,18.53,NaN,28.88,NaN,NaN,14.89,4.78,22.87,8.34,NaN,11.94,13.29,18.61,NaN,3.94,2.61,18.26,13.34,25.1,NaN,3.81
1996-01-11,12.75,10.29,NaN,NaN,10.71,14.58,6.51,NaN,18.19,23.15,NaN,14.11,NaN,NaN,NaN,NaN,NaN,17.14,32.53,18.5,NaN,28.77,NaN,NaN,14.62,4.7,22.87,8.27,NaN,12.03,13.13,18.45,NaN,3.91,2.6,17.97,13.23,25.66,NaN,3.73
1996-01-12,12.83,10.33,NaN,NaN,10.59,14.4,6.29,NaN,19.48,23.4,NaN,14.36,NaN,NaN,NaN,NaN,NaN,17.06,32.26,18.68,NaN,28.82,NaN,NaN,14.64,4.71,23.22,8.24,NaN,11.94,13.3,18.73,NaN,3.91,2.62,17.64,13.41,25.66,NaN,3.89
1996-01-15,12.57,10.53,NaN,NaN,10.7,14.47,6.32,NaN,20.48,23.7,NaN,14.58,NaN,NaN,NaN,NaN,NaN,16.89,32.17,18.64,NaN,29.35,NaN,NaN,14.74,4.73,23.54,8.29,NaN,12.06,13.55,19.01,NaN,3.89,2.67,17.67,13.38,25.56,NaN,3.99
1996-01-16,12.81,10.72,NaN,NaN,10.83,15.2,6.35,NaN,20.08,23.93,NaN,14.62,NaN,NaN,NaN,NaN,NaN,16.93,32.99,18.93,NaN,29.38,NaN,NaN,14.94,4.63,23.9,8.34,NaN,12.32,13.81,19.17,NaN,3.63,2.57,17.38,13.64,25.66,NaN,3.86
1996-01-17,13.09,10.74,NaN,NaN,10.54,15.4,6.34,NaN,19.7,24.44,NaN,14.67,NaN,NaN,NaN,NaN,NaN,16.88,33.51,19.35,NaN,30.18,NaN,NaN,14.93,5.02,23.72,8.38,NaN,12.47,14.24,19.2,NaN,3.99,2.63,17.52,13.55,25.66,NaN,3.82
1996-01-18,12.99,10.74,NaN,NaN,10.76,15.26,6.41,NaN,20.01,24.12,NaN,14.54,NaN,NaN,NaN,NaN,NaN,16.66,34.09,19.6,NaN,30.6,NaN,NaN,15.37,5.06,23.71,8.33,NaN,12.65,14.27,19.39,NaN,4.09,2.57,17.56,13.36,26.07,NaN,3.69
1996-01-19,13.13,10.78,NaN,NaN,10.86,14.75,6.63,NaN,19.76,24.19,NaN,14.56,NaN,NaN,NaN,NaN,NaN,16.68,34.61,19.79,NaN,31.68,NaN,NaN,15.72,5.23,23.17,8.62,NaN,12.81,14.69,19.46,NaN,4.29,2.59,17.65,13.19,26.12,NaN,3.92
1996-01-22,13.22,10.6,NaN,NaN,10.89,14.37,6.7,NaN,20.85,24.03,NaN,14.56,NaN,NaN,NaN,NaN,NaN,16.68,35,19.85,NaN,30.87,NaN,NaN,15.5,5.35,22.65,8.63,NaN,12.73,14.61,19.11,NaN,4.22,2.67,18.08,13.09,26.12,NaN,4.02
1996-01-23,13.05,10.65,NaN,NaN,10.86,14.1,6.66,NaN,21,24.05,NaN,14.38,NaN,NaN,NaN,NaN,NaN,16.51,34.54,19.65,NaN,30.68,NaN,NaN,15.29,5.26,22.68,8.64,NaN,12.51,14.38,18.7,NaN,4.41,2.58,17.84,12.84,25.92,NaN,3.85
1996-01-24,12.95,10.64,NaN,NaN,10.95,14.46,6.75,NaN,21,24.05,NaN,14.44,NaN,NaN,NaN,NaN,NaN,16.88,34.61,19.79,NaN,31.04,NaN,NaN,15.4,5.19,22.68,8.64,NaN,12.74,13.93,18.42,NaN,4.48,2.58,18.29,12.73,25.56,NaN,4.05
1996-01-25,12.91,10.7,NaN,NaN,10.93,14.4,6.79,NaN,21.74,24.19,NaN,14.33,NaN,NaN,NaN,NaN,NaN,16.81,34.61,19.47,NaN,31.37,NaN,NaN,15.5,5.13,22.7,8.73,NaN,12.77,13.86,18.57,NaN,4.6,2.71,17.99,12.83,24.9,NaN,4.03
1996-01-26,12.87,10.76,NaN,NaN,11.47,14.5,6.68,NaN,22.33,24.19,NaN,14.35,NaN,NaN,NaN,NaN,NaN,16.73,34.21,19.39,NaN,31.73,NaN,NaN,15.65,5.03,22.82,8.7,NaN,12.76,14.34,18.51,NaN,4.55,2.76,18.28,13.18,25.76,NaN,4.03
1996-01-29,12.97,10.86,NaN,NaN,11.52,14.64,6.82,NaN,21.96,24.23,NaN,14.4,NaN,NaN,NaN,NaN,NaN,16.58,34.64,19.54,NaN,31.29,NaN,NaN,15.65,5.09,23.1,8.7,NaN,12.83,14.69,18.51,NaN,4.74,2.76,18.9,13.4,25.16,NaN,4.18
1996-01-30,13.3,10.95,NaN,NaN,11.41,15.08,NaN,NaN,22.03,24.23,NaN,14.38,NaN,NaN,NaN,NaN,NaN,17,35.31,19.8,NaN,31.26,NaN,NaN,15.75,5.49,23.4,8.67,NaN,12.95,15.4,18.73,NaN,4.85,2.76,19.51,13.2,25.23,NaN,4.23
1996-01-31,13.24,11.11,NaN,NaN,11.26,15.43,6.63,NaN,22.05,24.31,NaN,14.56,NaN,NaN,NaN,NaN,NaN,17.14,35.73,20.07,NaN,31.57,NaN,NaN,15.83,5.56,23.46,8.71,NaN,12.85,15.74,18.89,NaN,4.78,2.9,19.6,13.33,25.92,NaN,4.52
1996-02-01,13.15,11.3,NaN,NaN,11.12,15.22,6.74,NaN,22.26,24.36,NaN,14.8,NaN,NaN,NaN,NaN,NaN,17.38,35.61,20.05,NaN,31.35,NaN,NaN,16.26,5.56,23.48,8.71,NaN,12.84,15.62,19.05,NaN,4.58,2.83,19.09,13.64,25.92,NaN,4.48
1996-02-02,13.21,11.24,NaN,NaN,11.14,15.01,6.84,NaN,21.78,24.79,NaN,14.65,NaN,NaN,NaN,NaN,NaN,18.5,35.55,19.96,NaN,31.71,NaN,NaN,16.26,5.49,23,8.62,NaN,12.93,15.74,19.05,NaN,4.75,2.78,19.64,13.53,25.76,NaN,4.52
1996-02-05,13.15,10.84,NaN,NaN,10.9,14.72,6.87,NaN,21.49,24.31,NaN,14.4,NaN,NaN,NaN,NaN,NaN,18.14,35.46,19.74,NaN,31.1,NaN,NaN,15.84,5.28,22.2,8.61,NaN,12.53,15.22,18.89,NaN,4.73,3.01,19.12,13.22,25.71,NaN,4.48
1996-02-06,13.28,10.94,NaN,NaN,10.76,14.58,6.87,NaN,21.56,24.02,NaN,14.47,NaN,NaN,NaN,NaN,NaN,18.39,35.55,19.75,NaN,31.43,NaN,NaN,15.75,5.49,22.56,8.61,NaN,12.53,15.5,18.73,NaN,4.87,3.09,19.06,12.98,25.51,NaN,4.55
1996-02-07,13.76,11.05,NaN,NaN,10.9,14.06,6.78,NaN,21.23,23.58,NaN,14.26,NaN,NaN,NaN,NaN,NaN,18.14,35.86,19.58,NaN,31.79,NaN,NaN,15.7,5.52,22.82,8.65,NaN,12.7,15.93,18.61,NaN,5.03,3.18,19.25,12.9,25.76,NaN,4.56
1996-02-08,13.36,10.96,NaN,NaN,10.8,13.5,6.69,NaN,20.61,23.24,NaN,14.04,NaN,NaN,NaN,NaN,NaN,17.09,35.95,19.33,NaN,31.24,NaN,NaN,15.54,5.44,22.81,8.69,NaN,12.66,15.66,18.29,NaN,5.09,3.18,20.11,12.77,25.36,NaN,4.48
1996-02-09,13.28,11.02,NaN,NaN,11.05,13.72,6.64,NaN,20.78,23.34,NaN,14.22,NaN,NaN,NaN,NaN,NaN,17.23,35.55,19.32,NaN,30.9,NaN,NaN,15.7,5.55,22.21,8.83,NaN,12.77,15.46,18.13,NaN,5.18,3.28,20.26,12.86,25.41,NaN,4.48
1996-02-12,13.21,10.89,NaN,NaN,11.24,13.92,6.7,NaN,21,23.6,NaN,14.17,NaN,NaN,NaN,NaN,NaN,17.09,35.52,19.49,NaN,30.93,NaN,NaN,15.9,5.53,21.71,8.86,NaN,12.82,15.93,18.42,NaN,5.05,3.51,20.58,13.05,25.51,NaN,4.37
1996-02-13,13.64,10.83,NaN,NaN,11.31,13.95,6.73,NaN,21.15,23.64,NaN,13.93,NaN,NaN,NaN,NaN,NaN,16.81,35.86,19.79,NaN,31.46,NaN,NaN,16.07,5.53,22,8.85,NaN,12.91,16.07,18.76,NaN,4.83,3.58,21.18,13.42,25.97,NaN,4.2
1996-02-14,13.58,10.71,NaN,NaN,11.26,13.52,6.69,NaN,20.87,23.24,NaN,13.63,NaN,NaN,NaN,NaN,NaN,16.89,35.76,19.72,NaN,30.85,NaN,NaN,16.2,5.49,21.37,8.94,NaN,12.64,15.91,18.29,NaN,4.71,3.58,20.86,13.28,25.92,NaN,4.01
1996-02-15,13.6,10.84,NaN,NaN,11.3,13.64,6.66,NaN,21.12,23.52,NaN,13.72,NaN,NaN,NaN,NaN,NaN,16.88,36.13,19.37,NaN,30.51,NaN,NaN,16.29,5.47,21.66,9.15,NaN,12.92,16.03,18.2,NaN,4.74,3.64,21.34,13.15,26.58,NaN,4.05
1996-02-16,13.5,10.71,NaN,NaN,11.16,13.45,6.65,NaN,21.94,23.31,NaN,13.7,NaN,NaN,NaN,NaN,NaN,16.89,35.83,19.32,NaN,30.38,NaN,NaN,16.41,5.49,21.71,9.16,NaN,12.93,15.82,18.13,NaN,4.8,3.68,20.99,12.86,26.42,NaN,4.07
1996-02-19,13.64,10.74,NaN,NaN,11.01,13.41,6.65,NaN,21.81,23.13,NaN,13.82,NaN,NaN,NaN,NaN,NaN,17.01,35.61,19.15,NaN,30.35,NaN,NaN,16.16,5.64,21.51,9,NaN,12.76,15.49,17.88,NaN,4.8,3.62,20.58,12.73,26.48,NaN,4
1996-02-20,13.54,10.72,NaN,NaN,11.02,13.43,6.69,NaN,21.78,23.21,NaN,13.77,NaN,NaN,NaN,NaN,NaN,17.72,35.95,19.07,NaN,30.15,NaN,NaN,15.79,5.64,21.82,9.09,NaN,12.89,15.36,17.76,NaN,4.95,3.44,20.43,12.61,26.37,NaN,4.03
1996-02-21,13.42,10.82,NaN,NaN,11.01,13.27,6.73,NaN,21.44,23.46,NaN,13.82,NaN,NaN,NaN,NaN,NaN,18.3,35.98,19.07,NaN,30.35,NaN,NaN,16.07,5.64,21.97,9,NaN,13.03,15.44,18.01,NaN,5.04,3.34,18.16,12.76,26.98,NaN,4.11
1996-02-22,13.44,10.96,NaN,NaN,11.2,13.58,6.75,NaN,21.37,23.93,NaN,13.9,NaN,NaN,NaN,NaN,NaN,19.46,36.83,19.29,NaN,31.51,NaN,NaN,16.22,5.49,22.09,9,NaN,13.21,15.76,18.23,NaN,5.08,3.39,18.66,12.39,27.29,NaN,4.11
1996-02-23,13.7,10.96,NaN,NaN,11.25,13.65,6.87,NaN,21.59,24.55,NaN,13.91,NaN,NaN,NaN,NaN,NaN,19.53,37.2,19.43,NaN,31.62,NaN,NaN,16.05,5.44,21.69,8.87,NaN,13.05,15.95,18.42,NaN,5.25,3.47,19.25,13.03,27.49,NaN,4.22
1996-02-26,13.62,10.76,NaN,NaN,11.19,13.62,6.73,NaN,21.59,24.27,NaN,13.95,NaN,NaN,NaN,NaN,NaN,19.22,36.74,19.31,NaN,30.9,NaN,NaN,15.79,5.5,21.72,8.97,NaN,12.97,15.75,18.32,NaN,5.26,3.41,19.22,12.87,27.44,NaN,4.16
1996-02-27,13.68,10.83,NaN,NaN,11.41,13.8,6.54,NaN,22.92,24.43,NaN,14.33,NaN,NaN,NaN,NaN,NaN,19.45,36.59,19.64,NaN,31.35,NaN,NaN,16.02,5.5,22.11,8.93,NaN,13.26,15.89,18.32,NaN,5.22,3.47,19.32,12.73,27.24,NaN,4.16
1996-02-28,14.1,10.87,NaN,NaN,11.5,14.12,6.51,NaN,23.07,25.06,NaN,14.47,NaN,NaN,NaN,NaN,NaN,19.54,36.53,20.05,NaN,31.76,NaN,NaN,16.21,5.49,22.93,9,NaN,13.34,16.46,18.35,NaN,5.05,3.43,19.74,12.64,27.44,NaN,4.18
1996-02-29,14.1,10.75,NaN,NaN,11.46,13.94,6.4,NaN,22.97,25.18,NaN,14.49,NaN,NaN,NaN,NaN,NaN,19.61,36.44,19.79,NaN,31.82,NaN,NaN,16.09,5.56,22.55,9.55,NaN,13.27,16.72,18.1,NaN,4.76,3.42,19.71,12.68,27.59,NaN,4.4
1996-03-01,14.26,10.78,NaN,NaN,11.49,14.35,6.36,NaN,23.88,25.6,NaN,14.45,NaN,NaN,NaN,NaN,NaN,20.11,36.16,20.08,NaN,31.87,NaN,NaN,16.46,5.57,22.64,9.54,NaN,13.35,17.32,18.57,NaN,4.65,3.43,19.32,12.82,27.44,NaN,4.68
1996-03-04,14.32,10.72,NaN,NaN,11.36,14.2,6.43,NaN,24.33,25.61,NaN,14.38,NaN,NaN,NaN,NaN,NaN,20.77,36.19,20.05,NaN,31.71,NaN,NaN,16.49,5.52,22.79,9.77,NaN,13.32,17.2,18.48,NaN,4.68,3.56,19.44,12.8,27.44,NaN,4.67
1996-03-05,14.24,10.68,NaN,NaN,11.2,13.9,6.43,NaN,24.25,25.67,NaN,14.26,NaN,NaN,NaN,NaN,NaN,20.37,36.13,19.79,NaN,31.46,NaN,NaN,16.11,5.56,22.87,9.72,NaN,13.34,16.95,18.42,NaN,4.65,3.7,19.41,12.77,27.19,NaN,4.61
1996-03-06,14.22,10.74,NaN,NaN,11.15,13.83,6.43,NaN,24.46,25.75,NaN,14.29,NaN,NaN,NaN,NaN,NaN,20.04,36.16,19.9,NaN,31.73,NaN,NaN,16.44,5.49,23.32,9.64,NaN,13.46,17.12,18.32,NaN,4.57,3.86,19.71,12.73,27.09,NaN,4.73
1996-03-07,14.1,10.74,NaN,NaN,11.09,13.55,6.3,NaN,25.29,25.84,NaN,14.18,NaN,NaN,NaN,NaN,NaN,19.69,36.19,19.94,NaN,31.65,NaN,NaN,16.36,5.47,22.44,9.59,NaN,13.99,17.55,18.23,NaN,4.34,4.05,19.15,12.71,27.03,NaN,4.74
1996-03-08,14.12,10.54,NaN,NaN,10.97,13.3,6.27,NaN,25.15,25.43,NaN,13.99,NaN,NaN,NaN,NaN,NaN,19.36,35.67,19.43,NaN,31.24,NaN,NaN,15.96,5.56,22.23,9.53,NaN,13.99,17.17,17.82,NaN,4.36,4.04,18.55,12.52,26.93,NaN,4.67
1996-03-11,14.12,10.48,NaN,NaN,10.8,13.19,6.16,NaN,24.18,25.35,NaN,13.84,NaN,NaN,NaN,NaN,NaN,19.11,34.85,19.17,NaN,30.9,NaN,NaN,15.83,5.46,22.26,9.29,NaN,13.79,16.68,17.63,NaN,4.39,3.9,18.35,12.21,26.17,NaN,4.65
1996-03-12,14.24,10.33,NaN,NaN,10.62,13.07,6.15,NaN,25.14,25.47,NaN,13.75,NaN,NaN,NaN,NaN,NaN,18.92,34.58,18.97,NaN,30.63,NaN,NaN,15.65,5.56,21.65,9.35,NaN,13.95,16.76,17.28,NaN,4.47,3.88,17.55,12.04,26.27,NaN,4.59
1996-03-13,14.14,10.48,NaN,NaN,10.79,13.37,6.16,NaN,25.26,25.43,NaN,13.75,NaN,NaN,NaN,NaN,NaN,19.51,34.67,19.17,NaN,30.79,NaN,NaN,15.77,5.56,22.03,9.29,NaN,13.83,16.88,17.25,NaN,4.42,3.87,17.47,12.07,26.42,NaN,4.65
1996-03-14,14.06,10.57,NaN,NaN,10.73,13.82,6.15,NaN,24.96,25.45,NaN,13.72,NaN,NaN,NaN,NaN,NaN,19.78,35,19.33,NaN,31.4,NaN,NaN,15.93,5.5,22.26,9.24,NaN,14.16,17.01,17.31,NaN,4.44,3.85,17.68,12.29,26.78,NaN,4.85
1996-03-15,14,10.49,NaN,NaN,10.55,13.62,6.1,NaN,25.08,25.3,NaN,13.66,NaN,NaN,NaN,NaN,NaN,19.88,34.67,19.03,NaN,31.68,NaN,NaN,15.75,5.61,21.95,9.16,NaN,14.02,16.65,17.19,NaN,4.5,3.72,17.58,12.21,26.63,NaN,4.78
1996-03-18,14.14,10.36,NaN,NaN,10.58,13.83,6.11,NaN,24.7,25.61,NaN,13.91,NaN,NaN,NaN,NaN,NaN,20.34,34.97,19.13,NaN,31.84,NaN,NaN,15.91,5.64,22.33,9.39,NaN,14.02,16.86,17.22,NaN,4.91,3.72,17.5,12.35,26.63,NaN,4.78
1996-03-19,14.36,10.63,NaN,NaN,10.66,13.97,6.19,NaN,24.47,25.68,NaN,13.93,NaN,NaN,NaN,NaN,NaN,21.02,35,19.57,NaN,31.71,NaN,NaN,16.08,5.62,21.88,9.3,NaN,14.06,16.87,17.35,NaN,4.93,3.81,17.53,12.65,26.48,NaN,4.79
1996-03-20,14.46,10.72,NaN,NaN,10.7,13.88,6.11,NaN,24.8,25.69,NaN,13.93,NaN,NaN,NaN,NaN,NaN,20.95,35.06,19.76,NaN,31.51,NaN,NaN,16.34,5.6,21.3,9.38,NaN,13.91,16.57,17.09,NaN,4.83,3.72,17.47,12.73,26.42,NaN,4.78
1996-03-21,14.46,10.6,NaN,NaN,10.94,13.8,6.11,NaN,24.8,25.8,NaN,13.84,NaN,NaN,NaN,NaN,NaN,20.39,35,19.51,NaN,32.76,NaN,NaN,16.11,5.55,21.83,9.26,NaN,13.73,16.42,17.35,NaN,4.68,3.87,17.84,12.86,26.42,NaN,4.77
1996-03-22,14.5,10.43,NaN,NaN,10.95,13.83,6.01,NaN,24.84,25.58,NaN,13.68,NaN,NaN,NaN,NaN,NaN,20.67,35.12,19.65,NaN,34.23,NaN,NaN,15.72,5.6,21.36,9.38,NaN,13.99,16.23,17.47,NaN,4.75,3.77,17.81,12.97,26.42,NaN,4.92
1996-03-25,14.71,10.7,NaN,NaN,11.11,14.26,6.09,NaN,25.21,26.05,NaN,13.77,NaN,NaN,NaN,NaN,NaN,20.71,35.98,20.07,NaN,34.89,NaN,NaN,15.97,5.61,22.11,9.51,NaN,14.07,16.42,17.63,NaN,4.83,3.87,18.54,13.16,26.68,NaN,5.04
1996-03-26,14.54,10.69,NaN,NaN,11.04,14.3,6.05,NaN,24.7,26.24,NaN,13.81,NaN,NaN,NaN,NaN,NaN,20.72,36.71,20.36,NaN,34.64,NaN,NaN,16.1,5.53,22.49,9.44,NaN,13.87,16.79,17.41,NaN,4.72,3.87,17.85,13.16,26.02,NaN,4.85
1996-03-27,14.85,10.95,NaN,NaN,11.09,14.2,6.32,NaN,25.88,26.49,NaN,13.77,NaN,NaN,NaN,NaN,NaN,21.53,37.2,21.01,NaN,34.59,NaN,NaN,16.11,5.7,22.56,9.47,NaN,14.01,17.22,17.54,NaN,4.68,3.89,18.45,13.39,25.92,NaN,4.85
1996-03-28,14.95,10.94,NaN,NaN,10.93,14.21,6.54,NaN,24.7,26.75,NaN,13.7,NaN,NaN,NaN,NaN,NaN,21.82,40.22,21.15,NaN,34.26,NaN,NaN,16.21,5.69,22.21,9.49,NaN,13.86,16.95,17.57,NaN,4.57,3.89,18.75,12.95,26.12,NaN,4.8
1996-03-29,15.07,11.05,NaN,NaN,10.89,14.08,6.57,NaN,25.27,27.29,NaN,13.88,NaN,NaN,NaN,NaN,NaN,22.18,42.38,21.87,NaN,35.42,NaN,NaN,16.31,5.64,22.26,9.54,NaN,13.87,16.8,17.63,NaN,4.52,3.92,19.28,12.96,26.48,NaN,4.89
1996-04-01,15.35,11.01,NaN,NaN,10.91,14.17,6.56,NaN,25.14,27.67,NaN,13.93,NaN,NaN,NaN,NaN,NaN,22.3,42.66,21.72,NaN,35.09,NaN,NaN,16.4,5.64,22.09,9.79,NaN,13.86,16.71,17.31,NaN,4.69,4.12,19.64,13.26,26.88,NaN,5
1996-04-02,15.39,10.96,NaN,NaN,11.05,14.23,6.54,NaN,25.14,27.68,NaN,14.17,NaN,NaN,NaN,NaN,NaN,23.02,42.14,21.36,NaN,35.45,NaN,NaN,16.26,6.02,22.52,9.63,NaN,13.98,16.83,17.79,NaN,4.65,3.96,20.12,13.46,26.93,NaN,4.87
1996-04-03,15.25,10.99,NaN,NaN,10.99,14.33,6.46,NaN,24.84,27.37,NaN,14.15,NaN,NaN,NaN,NaN,NaN,22.86,42.93,20.94,NaN,34.87,NaN,NaN,16.19,6.2,22.11,9.55,NaN,14.25,16.65,18.13,NaN,4.68,4.06,19.83,13.45,26.83,NaN,4.85
1996-04-04,15.19,11.07,NaN,NaN,10.88,14.34,6.52,NaN,24.84,27.37,NaN,14.2,NaN,NaN,NaN,NaN,NaN,22.66,42.81,21.29,NaN,35.09,NaN,NaN,16.13,6.19,22.23,9.32,NaN,14.86,16.72,18.45,NaN,4.67,4.02,20.11,13.39,26.42,NaN,4.81
