Date,OMXS30_ABB,OMXS30_ADDT_B,OMXS30_ALFA,OMXS30_ASSA_B,OMXS30_AZN,OMXS30_ATCO_A,OMXS30_BOL,OMXS30_ERIC_B,OMXS30_SHB_A,OMXS30_HM_B,OMXS30_HEXA_B,OMXS30_INDU_C,OMXS30_INVE_B,OMXS30_NIBE_B,OMXS30_NDA_SE,OMXS30_SAAB_B,OMXS30_SAND,OMXS30_SCA_B,OMXS30_SEB_A,OMXS30_SKA_B,OMXS30_SKF_B,OMXS30_SWED_A,OMXS30_TEL2_B,OMXS30_TELIA,OMXS30_VOLV_B,OMXC20_NOVO_B,OMXC20_DANSKE,OMXC20_DSV,OMXC20_MAERSK_B,OMXC20_CARL_B,OMXC20_COLO_B,OMXC20_GMAB,OMXC20_TRYG,OMXC20_GN,OMXC20_JYSK,OMXC20_NDA_DK,OMXC20_AMBU_B,OMXC20_RBREW,OMXC20_NKT,OMXC20_SYDB,OMXH25_ELISA,OMXH25_FORTUM,OMXH25_HIAB,OMXH25_HUH1V,OMXH25_KEMIRA,OMXH25_KESKOB,OMXH25_KNEBV,OMXH25_KCR,OMXH25_NESTE,OMXH25_NOKIA,OMXH25_TYRES,OMXH25_NDAFI,OMXH25_ORNBV,OMXH25_OUT1V,OMXH25_SAMPO,OMXH25_STERV,OMXH25_TIETO,OMXH25_UPM,OMXH25_WRT1V
2022-03-22,332.6,181,317.5,264.2,1196.4,132.2,474.6,86.06,95.58,139.74,133,271.5,209.2,98.44,107.64,89.68,207.96,180.3,112.5,227,166.9,155.74,129.45,36.5,183.5,370.9,117.8,1327.5,22780,810.8,970.4,2421,163.15,328.9,378.5,77.67,98,647.4,275.45,245,52.92,17.79,34,31.84,12.18,25.42,49.05,30.09,36.6,4.9,16.25,10.33,41.93,4.98,8.21,17.68,25.14,30.95,10.22
2022-03-23,332.1,181,319,266.2,1211.8,130.5,480.8,85.38,94.4,138.42,133.35,268,206.7,98.84,103.94,88.25,206.24,177.95,102.4,221.2,164.8,153.58,128.9,36.13,181.76,373.5,114.6,1321,22520,787,964.6,2370,165,315,374.9,75.65,96.84,641.6,278.02,241.2,52.74,16.97,33.34,30.82,12.16,25.85,49.26,29.64,35.9,4.88,15.9,9.99,42.71,4.68,8.09,17.52,24.92,30.81,10.1
2022-03-24,323.5,177,317.2,256.4,1222.6,128.35,483.3,86.44,88.22,137.76,131.65,265.7,203.1,96.48,102.78,89,202.53,181.55,101.95,217,160.75,153.84,130.7,36.81,181.68,365,113.3,1306,21340,790.4,959.6,2367,161.6,314.8,366.5,73.45,96.02,633.8,274.35,238,53.48,16.7,32.3,30.6,12.04,25.43,48.43,28.42,35.26,4.88,15.24,10,40.42,4.72,8,18.07,24.62,31.13,9.86
2022-03-25,319.9,173,302.9,250.9,1225,121.43,490.7,86.49,88.56,140.88,131.85,264.7,202.7,95.5,97.55,91.35,192.92,181.35,103.05,219,149,154.82,134.35,37.07,177.24,358.8,112.95,1300.5,20430,783,964.8,2374,161.3,308.1,367.1,70.25,94.88,629.4,273.61,225.4,53.68,16.6,29.94,30.53,11.75,25.07,47.25,26.59,36.2,4.88,15.18,9.44,40.13,4.92,8.04,18.11,23.84,31.08,9.09
2022-03-28,317.3,178,310,256.9,1240.8,123.33,483.2,87.24,88.62,140.72,133.45,264.5,205.85,98.12,98.24,87.88,194.92,185.75,104.25,220.1,148.3,156.56,137.15,37.57,179.8,364.3,114.9,1335,21300,810.2,978.4,2415,160.6,327.2,375.1,70.31,96.38,649.4,278.94,227.8,54.5,16.95,30.12,31.33,11.71,25.4,47.76,26.91,37.7,4.92,15.18,9.41,40.38,4.9,7.92,18.32,23.96,31.25,9.05
2022-03-29,314.2,184,321.7,258.9,1232.6,123.43,441.2,85.87,89.56,148.1,134.4,270.9,210.05,102,100.12,85.2,201.58,179.4,106.9,228,158.1,159.36,137.55,37.58,186.1,370.45,117.65,1329,20430,846.6,991.2,2408,160.55,336.1,379.6,72.26,99.34,665.8,289.59,231.4,54.52,16.9,32.08,32.05,12.03,26.32,49.22,28.51,40.2,5.01,16.45,9.71,41.08,4.95,8.06,18.2,24.6,31.62,9.11
2022-03-30,303.7,183,317.7,256.5,1238.4,121.75,473.4,87.54,88.5,144.88,132.5,269,208.5,102.1,99.39,85.03,194.16,181.5,104.7,213.6,154.5,159.76,139.75,37.68,179.68,377.85,117.45,1325,20480,849.4,1007.5,2480,163.5,332.7,377.7,71.45,101.6,659.6,287.94,231.6,54.76,16.88,33.9,31.36,11.91,26.26,47.99,28.57,40.14,5.04,15.29,9.62,41.66,4.91,8.09,18.13,24.3,30.23,8.73
2022-03-31,305.7,182,325.3,254.9,1249,122.93,478.1,86.3,86.9,126.18,132.75,263.9,206.15,105.05,97.3,85.45,191.3,183.45,102.45,211.4,153.95,141,142.3,37.74,176.6,374.45,112.6,1300.5,20370,830,1024.5,2465,164.25,332.7,369,70.2,100,632.4,280.59,230.8,54.62,16.53,34.54,31.58,11.87,25.01,47.59,27.97,41.48,4.99,14.78,9.38,41.15,4.86,8.07,17.82,24.14,29.66,8.31
2022-04-01,306.8,185.3,328.3,256.1,1241,123.75,490.3,89.04,86.9,130.58,135,266.8,209.35,102.2,99.23,85.15,194.44,183.15,103.2,213,154.2,141.55,144.05,38.38,174.74,379.75,116.7,1306,20500,837.2,1033.5,2463,166.6,330,376.1,71.09,103.65,631.8,285.55,233.6,55.12,16.31,34.48,31.56,11.93,25.02,47.19,27.74,42.47,5.05,14.82,9.59,41.71,4.84,8.2,18.15,23.86,30,8.47
2022-04-04,310.3,187.3,324.4,259.5,1256,123.38,489.8,89.73,85.46,131.96,139.35,267.2,210.9,104.12,99.02,86.83,194.35,182.5,102.55,213.1,154,143.75,144,38.13,173.22,383.6,117.9,1269.5,19475,812.6,1041.5,2550,165.3,327,379,71.37,113,622,295.28,237.2,55.5,16.43,34.06,32.33,11.91,25.31,47.44,27.3,41.42,5.11,14.57,9.59,41.78,4.76,8.23,18.13,24.02,29.89,8.41
2022-04-05,305.6,184.5,322.5,260.2,1276,120.8,500.6,90.89,84.62,131.28,137.85,263.8,210.3,104.6,99.23,86.2,189.82,189.6,102.2,208.7,148.4,145.9,146.55,38.42,169.5,392.7,117.7,1246.5,18625,822.2,1071,2617,167.3,319.7,375,71.7,115.25,625.4,300.61,239.4,55.64,15.98,32.84,32.24,11.96,24.75,46.9,26.27,42.05,5.11,13.99,9.62,42.18,4.63,8.35,18.65,24.34,30.77,8.46
2022-04-06,298.7,175.9,315,253.5,1291.5,116.48,493.6,89.85,84.68,131.26,135.75,257.8,208.05,103.42,97.57,86.7,184.02,192.1,101.15,204.5,145,146.75,145.7,38.5,170.3,394.1,114.6,1192,17995,813.6,1073.5,2553,165.4,295.1,366,70.03,113.4,617,289.22,236.4,56.2,15.89,30.96,31.67,11.84,24.3,46.41,25.68,41.85,4.99,13.36,9.46,42.24,4.47,8.45,18.57,23.78,30.14,8.19
2022-04-07,299.3,179.4,317.7,255.6,1318,117.63,492.3,90.45,86.78,130.12,134.85,256.8,209.35,104.96,97.15,84.23,183.69,194,103.7,206,147.3,150.35,146.4,37.5,155.78,410.9,115,1184.5,17820,829.4,1086,2621,168.95,297.3,364,70.13,119.5,616.8,293.81,234.6,54.44,16.27,30.34,31,11.95,24.55,46.38,24.67,40.53,4.98,13.41,9.41,42.43,4.45,8.32,18.9,23.74,30.71,8.41
2022-04-08,304,176.5,319.2,256.8,1347,118.75,502,92.16,91.32,132,135.55,257.8,210,103.84,98.76,87.75,188.49,193,106,207.1,151.4,155.5,147.9,38.26,159.04,412.45,117.1,1170,18055,844.4,1084,2560,169.95,292.8,372.3,71.51,115.5,629,294.55,238.4,54.74,16.58,31.12,31.76,12.05,24.33,48.07,25.95,42.33,5.03,13.55,9.61,43.15,4.51,8.53,18.93,24.08,31.75,8.63
2022-04-11,298.6,173.1,311.6,249.3,1342,115.65,476.6,89.81,92.14,132,131.8,256.3,207.3,98.32,98.8,91.73,183.02,194,106.25,204.6,150.35,155.25,148.2,38.95,155.28,413,116.6,1105.5,17630,837,1075.5,2537,168.95,287.2,372,71.17,106.35,626.2,299.69,236.4,55.52,15.57,30.26,31.3,11.87,23.74,46.73,25.09,41.62,4.94,11.45,9.57,42.91,4.49,8.5,18.92,23.58,31.76,8.49
2022-04-12,296.1,180.9,312,248.1,1300,116.8,490.4,89.42,93.54,131.36,132.7,257.3,206.4,103.45,97.76,93.2,182.16,193.1,107.85,205,152.95,156.95,148.8,39.24,155.7,397,114.5,1128,17645,833.2,1073,2528,167.75,280,358.5,71.04,105.25,623.6,291.98,234.6,55.64,15.57,30.42,31.2,11.78,23.69,46.62,25.07,44.36,4.87,12.42,9.5,42.23,4.56,8.48,18.81,23.38,31,8.39
2022-04-13,295.9,178,307.7,249,1306.5,116.3,499.7,88.58,92.36,129.76,132.7,260,208.15,106.2,97.54,99.15,182.16,198.35,107.15,201,153.7,155.7,150.85,39.54,153.82,405,113.5,1105.5,18260,832.4,1066.5,2555,166.65,276.3,357.3,70.31,103.2,622.2,284.45,234.6,55.54,15.89,30.7,31.33,11.93,23.21,46.33,25.05,44.05,4.87,12.44,9.45,42.07,4.55,8.51,19.12,23.16,31.28,8.26
2022-04-14,296.1,179.3,308.8,252.8,1301,116.13,504.4,84.12,91.86,129,132.5,260.5,208.35,105.75,98.36,100.88,182.59,202.8,106.3,199.95,152.9,156.05,148,39.68,152.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.38,15.66,31,31.88,12,23.38,46.54,25.76,44.05,4.85,12.39,9.5,42.85,4.76,8.61,19.64,23.68,30.62,8.35
2022-04-19,300.9,177,311,247.9,1311,117.58,502.8,81.98,93.16,131.16,131.25,261.3,208.25,102.8,99.52,100.18,186.92,198.65,106.6,199.45,157.9,155.15,147.15,39.41,157.8,395.35,112.7,1145,19195,853.6,1082.5,2630,166.45,279.5,352.7,71.62,106.85,625.6,294.18,234.6,55.5,15.82,31.66,31.51,11.9,23.88,46.42,26.33,43.63,4.86,13.05,9.63,42.27,4.75,8.61,19.68,23.78,30.65,8.49
2022-04-20,299.8,177,315.2,255.2,1288,119.2,484.4,82.71,94,130,131.85,261.6,209.15,104.15,99.15,98.75,193.87,199.55,109.55,198.75,159.4,156.85,145.5,38.81,160.7,397.45,119.2,1159,19750,879.6,1066,2610,168,283.6,400,72.55,107.9,646.8,296.2,252.8,55.1,16.22,32.36,31.97,11.9,24.34,46.63,26.83,44.29,4.94,13.3,9.67,41.4,4.86,8.75,19.79,24.12,31.17,8.41
2022-04-21,314.4,186.7,328,259.2,1296,122.88,482.2,82.03,94.34,130.46,132.25,265.1,205.3,104.8,102.04,95.15,197.96,195.9,111.4,202.4,164.7,160,145.2,38.58,164.18,385.45,119.85,1157,19640,899.8,1028,2587,171.45,284.9,410.1,73.77,112.05,650.8,300.61,256.4,54.32,16.33,33.6,32.47,12.03,24.5,46.91,27.79,44.51,4.98,13.82,9.93,40.66,5.04,8.74,19.43,24.32,32.61,8.62
2022-04-22,303.2,181.3,318.4,256.8,1264,120.4,464.1,82.02,94.16,127.2,128.9,252.1,198,102.35,100.46,97.08,192.44,191.6,109.5,197.8,159.25,158.1,146.25,38.52,163,383.2,118.9,1139.5,18975,885.6,1025,2539,169.95,274.5,412.8,72.7,105.8,643.8,296.93,255.8,54.24,16.34,31.52,33.58,11.99,24.6,46.33,26.49,43.88,4.87,13.05,9.77,40.71,4.86,8.7,18.45,24.18,32.61,8.26
2022-04-25,296.8,172.1,310.7,251.1,1266,115.65,430,81.45,93.58,125.62,124.45,239,190.74,102,99,97.05,185.16,185.65,106.8,192.5,157.5,156.7,149.25,38.92,158.92,389.05,117,1129.5,18155,879.8,1001.5,2504,168,275.6,400,71.08,102.3,644.2,295.28,250,55.02,16.08,31.28,32.93,11.9,23.72,45.4,26.17,42.63,4.82,12.74,9.51,40.12,4.55,8.44,17.45,23.78,31.6,8.21
2022-04-26,295.4,166.7,274.8,250,1285,108.8,432.8,81.65,93.72,125.02,122.75,238.1,187.86,97.66,99.86,98.75,183.97,183.1,107.85,183.5,160.05,157.2,151.45,39.43,156.52,385.7,116.5,1131,18730,876.2,949.6,2460,163,268.9,406.4,71.43,95.54,637.4,291.43,258.6,55.82,15.63,30.46,32.68,11.92,25.49,45.49,26.19,42.61,4.86,12.11,9.57,40.04,4.51,8.5,17.5,23.66,31.67,7.8
2022-04-27,292.3,167.4,269.8,251.8,1300,112.28,440,80.67,98.48,124.88,122.75,238.5,188.94,99.24,101.88,102.38,185.54,190.35,116.05,183.45,164,161.3,152.15,41.4,157.68,394.7,115.5,1125.5,19635,882.8,958.6,2491,165.45,266,395.8,72.98,94.84,630.2,296.75,244.6,56.32,15.28,31.12,34.37,12.17,25.51,45.5,25.82,43.9,4.81,12.65,9.79,39.97,4.67,8.49,18.39,23.58,33.21,8.1
2022-04-28,291.8,169.8,277.9,244.1,1290,111.6,425.2,78.96,102.5,124.96,125.4,243.8,188.18,97.14,96.94,103.73,176.26,185.7,114.2,189,162.5,156.6,151.2,40.68,157.44,385.4,116.35,1127,19990,887.2,972.4,2472,167.4,265.8,395.9,69.9,93.58,626.2,302.99,247.4,56.3,15.97,32.14,35.61,12.46,25.38,45.23,26.63,45.8,4.66,12.72,9.37,38.01,4.69,8.4,17.85,23.92,32.45,7.75
2022-04-29,299.5,175.5,276.9,251,1317.5,112.98,431.2,79.35,99.98,125.18,128.5,250.5,191.14,97.44,99.02,104.7,179.17,192.15,111.55,189.55,162.35,156.95,130.3,40.88,158.44,406.15,109.1,1170,20680,908.4,959,2505,169,268.8,395.6,71.21,94.42,614.2,311.44,244.8,55.76,15.9,33.18,36.13,12.5,24.03,46.09,27,41.2,4.87,12.88,9.58,37.44,4.74,8.44,18.9,23.94,33.04,7.7
2022-05-02,290.6,165.8,265.7,242.6,1305.5,108.58,407.5,79.24,98.86,127.1,124.55,243.3,186.12,91.18,97.56,104.25,175.79,189.25,109.1,189.55,160.4,154.7,128.1,40.71,157.42,403,108.8,1152,20190,901.4,975,2453,167.35,264.2,386.7,69.81,96.54,601.4,300.97,243.4,55.86,15.82,31.7,35.23,12.59,25,44.64,26.32,40.47,4.84,12.28,9.37,37.11,4.6,8.41,18.6,23.78,32.76,7.35
2022-05-03,293.4,163.6,270.4,243.2,1316.5,108.53,413.7,81.02,100.3,127.04,124.15,241.4,182.9,91.54,99.28,106.25,176.41,188.55,111.1,190.75,159.9,156.65,131.95,41.11,158.24,397.5,111.15,1121,20270,902.2,1013.5,2437,169,260.9,388.3,71.26,99.22,606.4,305.57,247.8,55.94,15.73,32.38,35.31,12.53,24.71,44.51,26.81,42.65,4.97,12.48,9.57,38,4.65,8.5,18.68,24,32.53,7.68
2022-05-04,291.9,158.9,264.3,240,1294.5,108.65,403.2,80.93,98.1,123.32,123.8,241.6,178.14,90.56,99.23,104.95,172.41,186.7,109.5,172.05,159.5,155.05,131.9,40.77,157.52,392.4,111.75,1151.5,21000,886,1005.5,2309,165.2,256.5,388.5,71.08,101.65,601,309.24,245.6,55.18,15.48,32,34.95,12.67,24.04,44.02,26.55,43.43,4.92,12.29,9.53,36.37,4.5,8.33,18.26,23.98,32.4,7.53
2022-05-05,294.7,158.9,258.1,236.1,1292,107,395.3,79.55,98.4,118.9,123.15,243.3,176.46,91.56,98.17,105.18,171.17,184.35,108.3,174.15,158.75,154.15,131.35,40.51,155.58,397.85,109.1,1157.5,21440,894.2,950,2387,162.75,236.3,377.1,70.2,102.7,596.4,310.89,242.4,54.76,15.59,31.32,33.69,12.44,23.88,43.44,26.43,42.55,4.86,11.9,9.38,35.84,4.65,8.18,18.04,22.72,32.2,7.41
2022-05-06,288.4,153.9,255.9,232.4,1269.5,104.83,392.4,77.01,97.82,121.98,117.9,235.4,172.8,84.56,96.43,104.68,170.08,179.2,107.1,170.85,162,152.6,129.5,39.96,157.62,390.65,108.15,1110,21010,861,899.4,2209,158.7,229.5,361.1,68.65,90.54,566.6,300.42,234.2,54.26,15.37,31.24,34,12.2,23.7,43.01,26.37,43.19,4.77,12,9.2,35.65,5,8.06,17.95,22.28,31.54,7.34
2022-05-09,283.5,145.6,248.4,228.3,1270.5,105.3,372.8,76.19,95.74,118.68,112.15,233.9,168.46,81.42,93.23,102.65,167.65,174.95,104.3,162,161.35,146.75,129.1,39.73,153.06,377.9,103.7,1039,19610,850.8,850.6,2089,154.3,216.9,347,65.37,80.84,552.6,279.12,228.2,53.6,14.99,30.4,33.43,11.83,23.77,42.32,26.13,38.93,4.56,11.37,8.76,35.22,4.89,7.86,17.47,21.7,31.22,7.02
2022-05-10,285.2,145.7,248.8,230.6,1278.5,107.35,377,76.76,94.5,120.74,115,236.2,169.64,81.9,92.64,99.93,171.84,175.9,103.9,166.95,164.85,145.05,130.55,40.11,154.66,380.15,103.55,1042,20040,860,846.4,2080,155.5,221.8,348.2,65.12,85.3,570.8,279.86,229.4,54.18,15.07,30.38,33.5,11.93,23.49,42.68,25.96,39,4.53,11.83,8.74,35.84,4.95,7.97,17.71,22,31.52,7.08
2022-05-11,285.8,153.1,256.2,231,1239,109.2,367.65,76.72,96.82,121.12,116.35,246.7,173.08,85.18,95.42,103.15,178.88,180.5,106.4,167.7,169.5,148.55,131.5,40.52,158.2,373.5,105.65,1042.5,19350,868.8,859.6,2060,154.25,223.9,355.5,67.1,89.52,581.6,272.69,230.2,53.74,16.15,31.16,34.39,11.89,24.19,43.17,26.81,39.4,4.61,12.2,9.04,35.85,4.98,8.08,18.11,22.34,31.96,7.24
2022-05-12,286,154.5,257.3,228,1238.5,108.38,358.1,75.98,96.5,124.98,115.45,245.1,171.68,84.54,96.98,100.85,176.31,175.4,106.3,168,173.55,149.95,132.5,40.97,158.4,374.55,104.85,1056.5,19675,876.8,851,2033,153.7,226.8,352.5,68.27,86.9,584,266.64,224.6,53.98,15.31,31.34,34.17,11.84,24.49,43.3,26.96,39.64,4.53,12.5,9.21,35.54,4.87,8.23,17.57,22.3,31.73,7.18
2022-05-13,289.9,160,258.4,233.2,1266.5,108.5,361.6,77.54,97.66,129.3,117.8,245.3,175.92,90,98.56,103.43,178.4,174.95,108.35,171.75,169.85,151.2,132.4,40.82,162.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.92,17,31.82,35.22,12.13,24.79,44.2,27.21,40.78,4.7,13.09,9.41,36.36,4.9,8.29,17.35,22.74,31.68,7.32
2022-05-16,284.8,160,254.6,234.1,1288,103.84,371.2,78.94,97.96,130.52,115.75,245,175,88,98.53,105.28,180.21,177,109.3,169.7,171.35,151.9,133.85,41.01,162,367.5,107.65,1079.5,19830,913.8,859.2,2109,157.95,243.3,365.9,69.71,85.96,620.6,266.45,234.8,54.16,17.03,31.76,34.8,12.21,25.36,43.77,26.74,40.45,4.71,12.67,9.38,36.58,4.72,8.42,17.49,22.94,31.9,7.35
2022-05-17,289.9,167.7,258.2,238.7,1301.5,106.58,388.5,79.86,98.3,133,116.75,248.4,177.78,90,97.8,104.45,183.69,179.4,109.8,172,174.55,150.65,133.15,40.9,166.8,374.4,106.55,1109.5,20670,916.4,865,2100,160.5,246.3,376.5,69.66,89.78,620.4,276.18,235.4,54.4,17.21,32.82,35.43,12.45,25.44,44.48,27.79,41.36,4.76,12.85,9.36,36.75,4.91,8.43,18.35,23.28,32.72,7.58
2022-05-18,292.4,156.5,254.8,235.2,1268.5,104.1,382.5,78.88,97.68,130.42,113.15,249,174.56,86.74,97.6,104.03,183.21,177.55,109.3,169.95,172.8,148.45,131.4,40.79,166.54,371.45,107.85,1098.5,20470,897.6,862,2126,159.1,232.1,380.6,69.42,86.7,613.2,313.09,238.4,53.3,16.79,32.48,34.15,12.45,25.11,43.9,27.4,40.53,4.72,12.36,9.29,36.32,4.89,8.42,18.08,22.98,32.51,7.56
2022-05-19,289.1,158.1,254.4,232.7,1275,103.9,390.9,77.63,97.9,126.48,113.4,244.9,173.06,88.72,97.93,103.7,181.54,178.3,108.55,165.5,173.6,148.9,130.1,40.16,166.54,365.45,106.1,1100,19505,865.4,837.8,2133,154.55,231.6,373.9,69.21,94.56,591.8,303.36,233,53.06,17.2,32.64,33.6,12.27,23.57,43.66,27.78,40.62,4.58,12.58,9.33,37.02,4.87,7.67,17.81,22.96,31.7,7.46
2022-05-20,291.9,156.4,250.5,232.5,1309,103.64,385.7,77.62,98.12,125.5,114.8,249.8,174.86,86.02,97.98,102.08,182.83,176.75,107.8,166.4,169.6,148.25,128.65,40.56,163.1,380.65,107.55,1127.5,20700,874.6,853.4,2176,157.65,238.5,381,69.52,94.5,580,292.89,234.8,53.76,17.73,32.6,33.9,12.35,23.98,45.01,27.49,40.57,4.61,12.44,9.32,37.68,4.92,7.6,17.8,23.1,32.27,7.67
2022-05-23,294.9,160.6,253.9,234.3,1311,106.32,392.8,78.68,100.3,127.32,118.25,253.2,176.92,87.52,99.79,103.9,184.11,178.35,109.65,167.4,169.65,151.2,129.75,40.87,165.28,375.9,110.8,1117.5,20470,866.4,826.6,2156,158.15,232.2,398.4,70.53,94.16,585,297.49,242.6,53.88,17.6,33.1,34.77,12.56,24.49,45.62,28.09,41.42,4.64,12.99,9.52,37.99,5.05,7.65,18.18,23.36,32.57,7.82
2022-05-24,293.2,155.2,246.4,232.8,1302.5,105.14,395.1,77.75,100.75,121.72,117.1,250.5,176.44,86.82,99.84,104.75,181.07,181.2,110.15,164.15,166.75,151.55,119.5,40.5,165.52,373.4,111.3,1102,19900,864.2,796.6,2124,156.85,258.1,402.5,70.54,88.24,578,289.04,243.6,54.42,17.07,32.34,34.78,12.39,23.68,45.54,27.38,41.39,4.56,12.6,9.5,37.88,4.95,7.72,18.16,23.22,32.61,7.66
2022-05-25,293.9,153.4,234.8,229.7,1304,101.4,391.3,77.71,100.55,121.92,115.4,244.9,174.4,84.8,100.26,107.3,180.93,181.9,110.4,164.45,166.3,150.45,119.4,40.69,166.5,369.3,111.45,1093,20300,868.8,801.6,2111,159.5,256.1,403,72.67,88.24,587,302.26,244,54.46,17.66,33.16,35.61,12.4,22.81,46.49,27.91,42.69,4.64,12.89,9.74,37.99,5.11,7.75,18.52,23.28,33.47,7.53
2022-05-27,302.2,162.6,253.2,241.6,1320,107.16,407.7,81.4,98.46,132.5,120.8,255.3,182.74,88.34,103.76,106,191.87,180.95,111.55,170.35,174.55,151.15,121.65,40.61,173.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.04,17.55,34.36,35.97,12.64,23.05,47.96,28.2,43.53,4.82,13.06,9.85,37.76,5.4,7.84,18.79,23.62,33.57,7.9
2022-05-30,305.8,167.3,261,243.9,1295,110.18,412.9,81.27,97.9,134.42,122.5,258.8,186.3,89.32,103.18,106.53,192.92,183.8,111.8,170.65,175.5,151.45,120.1,40.34,172.86,385.1,113.3,1144.5,20560,896,851.8,2171,163.1,286.2,414.3,73.26,95.54,614.6,313.09,245.4,53.5,17.55,34.28,36.38,12.73,23.22,48.1,28.87,43.43,4.78,13.09,9.83,37.89,5.28,7.82,18.85,23.6,33.85,8.01
2022-05-31,300.5,164.9,263.6,240.2,1288,109.34,409.7,79.19,96.08,134.62,118.9,253.1,183.02,85.1,99.22,103.75,190.35,176.85,107.8,168.4,172.3,147.55,119.45,40.02,171.06,383.85,113.4,1137.5,20220,882.2,824.2,2113,161.55,273.5,408.8,71.11,94.92,608.4,311.99,244.6,52.7,17.2,34.48,35.86,12.72,23.32,47.48,28.8,42.71,4.68,12.81,9.47,38.2,5.36,7.66,18.02,23.52,32.99,7.89
2022-06-01,301.3,159.8,260.5,238.1,1288.5,108.02,411.6,79.81,96.42,135.18,117.35,248.5,181,85.4,98.89,107.33,193.49,175.7,108.3,170,176.55,148.1,120.2,40.48,175.66,384.7,112.4,1102.5,20780,860,815.6,2084,158.85,266.9,403.2,70.24,91.52,578.8,311.44,242,52.86,16.6,34.26,35.24,12.57,22.97,46.49,28.67,42.89,4.66,12.99,9.43,37.89,5.36,7.56,17.5,23.32,33.06,7.9
2022-06-02,307.6,165.7,270.8,244.4,1285.5,113.02,423,80.54,97.1,136.14,120.55,254.1,184,87.5,98.03,108.98,197.01,178.1,109.2,172.95,180.3,149.05,121.65,40.4,178.54,385,113.15,1122.5,21240,859.8,808,2065,160.8,265.5,398.7,69.76,85.62,585,309.24,243.8,53.36,16.84,35,35.48,12.81,23.18,47.43,29.14,43.35,4.69,13.08,9.39,37.77,5.4,7.59,17.52,23.32,33.01,8.04
2022-06-03,307.3,166.2,267.3,243.7,1286.5,112,414.7,80.82,96.94,135.8,120.3,255.5,183.44,86.28,98.01,109.78,197.77,177.45,109.2,171,180.6,148,121.7,40.37,179,389.6,113.75,1115.5,21320,862.2,810,2101,161,265.7,402.8,69.65,85.96,596.8,310.34,252.4,53.42,17.08,34.6,35.74,12.87,23.3,47.75,29.12,44.19,4.69,12.84,9.37,37.53,5.4,7.58,17.46,23.44,33.11,7.97
2022-06-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.48,17.33,35.36,36.78,13,23.54,48.56,29.77,44.47,4.73,13.67,9.53,37.88,5.6,7.62,17.84,23.6,33.45,8.12
2022-06-07,306.9,164.9,262.2,246.1,1267,112.14,423.8,81.42,97.1,137.64,119.3,256.8,186.16,87.4,98.67,111.23,196.44,182.65,110.15,170.45,180.35,151.15,120.7,39.82,177.94,400.8,115,1124,21000,860.2,812.4,2126,161.45,268.5,417.3,70.08,88.1,601,314.01,256.2,53,17.11,35.14,36.67,12.94,22.83,48.21,29.73,44.48,4.71,13.13,9.42,37.31,5.64,7.66,18.04,23.6,33.57,8.02
2022-06-08,301.8,162.5,261.7,243.9,1271.5,113.18,414.3,81.4,96.42,141.6,118.7,257.1,185.02,87,98.17,110.4,194.92,178.65,109.65,170.65,179.15,150.45,119.15,39.36,177.66,404.15,115.15,1073.5,19320,860.4,825.8,2178,161.1,269.6,408,69.58,94,606,314.56,254.4,52.86,16.93,34.96,35.94,13.19,23.16,47.98,29.52,45.96,4.71,12.65,9.35,37.53,5.51,7.57,17.97,23.64,33.59,8.05
2022-06-09,299.2,164.5,257.5,239.7,1257,109.26,403.5,81.32,97.84,139.78,116.7,249.7,179.8,84.66,98.72,106.18,191.4,170.6,111.9,167.45,173.3,155.55,119.95,39.5,175.54,397,116.15,1038,19150,864.8,806,2103,158.95,263.5,411.5,69.9,86.32,614,311.99,253,53.06,17.05,34.42,35.21,13.18,22.85,48.11,29,45.11,4.64,12.56,9.39,36.65,5.41,7.66,16.84,23.62,32.85,7.83
2022-06-10,291.9,155.3,246.8,234.7,1227.5,105.62,385.5,76.38,95.9,135.9,116.75,241.7,176.24,79.34,96.51,104.9,185.11,167.5,109.15,164.85,168.75,149.55,117.55,39.03,171.06,392.8,111.1,1045,18470,857.2,787.2,2066,157.15,251.5,370,68.23,82.5,600.2,308.69,242,52.82,16.41,33.08,36.2,13.01,22.36,47.52,28.45,43,4.5,11.83,9.15,36.55,5.18,7.55,16.66,23.26,32.15,7.51
